33 79
1 2 2
2 3 19
3 4 33
4 5 29
5 6 52
6 7 42
7 8 9
8 9 62
9 10 67
10 11 27
11 12 10
12 13 72
13 14 21
14 15 18
15 16 56
16 17 91
17 18 80
18 19 71
19 20 47
20 21 76
21 22 61
22 23 73
23 24 32
24 25 59
25 26 50
26 27 49
27 28 78
28 29 7
29 30 68
30 31 7
31 32 72
32 33 7
20 23 63
10 2 67
16 6 17
27 16 63
20 14 1
10 12 57
12 24 28
2 9 36
18 33 9
6 8 5
23 10 16
31 26 59
20 15 51
31 8 88
2 8 8
25 7 83
33 20 87
23 5 24
9 17 73
3 2 62
19 13 22
16 5 68
27 8 40
26 21 44
16 2 99
11 7 14
29 24 11
30 2 97
11 10 55
5 3 35
7 29 93
9 12 8
3 13 70
5 12 55
25 12 3
6 17 26
3 27 40
33 6 39
33 13 32
32 9 3
9 16 86
30 21 6
11 24 1
4 28 82
32 22 2
8 3 24
25 13 81
