50 176
1 2 76
2 3 85
3 4 46
4 5 48
5 6 82
6 7 36
7 8 7
8 9 36
9 10 62
10 11 30
11 12 91
12 13 34
13 14 36
14 15 94
15 16 27
16 17 78
17 18 82
18 19 28
19 20 37
20 21 56
21 22 45
22 23 86
23 24 50
24 25 81
25 26 91
26 27 28
27 28 17
28 29 4
29 30 7
30 31 75
31 32 63
32 33 68
33 34 78
34 35 81
35 36 24
36 37 13
37 38 85
38 39 98
39 40 99
40 41 24
41 42 78
42 43 96
43 44 68
44 45 1
45 46 67
46 47 3
47 48 54
48 49 55
49 50 80
22 11 98
3 18 31
11 27 67
32 6 1
28 16 100
38 12 2
31 14 96
44 30 34
12 21 19
28 21 64
27 9 72
7 20 4
24 22 78
5 2 7
2 42 77
28 15 16
22 30 28
39 8 81
6 20 37
4 45 8
46 23 97
42 2 3
49 42 35
2 17 29
22 41 35
9 42 99
10 42 46
30 1 30
49 32 99
7 37 42
37 12 40
46 12 85
45 1 44
44 35 79
8 49 33
40 20 38
15 2 29
47 49 82
30 19 40
32 35 93
47 7 73
35 2 70
10 7 8
1 3 98
37 3 92
28 20 9
20 23 58
33 7 98
1 31 33
32 41 23
18 17 73
5 7 92
12 32 74
15 23 62
43 8 94
15 26 51
46 5 80
6 37 73
39 22 40
38 16 46
28 35 92
30 33 91
18 25 27
29 16 81
15 7 23
18 43 35
20 30 89
36 18 36
46 37 2
27 30 33
50 10 41
15 10 29
37 28 70
40 11 37
13 48 62
6 3 62
20 7 68
29 23 9
1 39 97
43 32 15
33 5 44
15 42 17
48 2 27
47 21 47
9 49 13
38 49 29
47 32 52
32 1 85
37 24 92
42 19 21
24 37 26
28 5 11
41 6 17
12 8 32
42 47 24
21 13 33
7 4 85
17 27 87
39 20 97
26 47 77
19 4 85
34 46 78
33 31 14
22 46 77
14 43 87
29 40 75
17 32 67
41 25 21
10 38 36
28 40 74
16 19 75
24 19 79
39 41 49
28 6 21
46 45 39
3 27 75
23 6 97
12 23 6
6 14 52
23 9 53
31 44 2
24 34 25
42 15 35
18 13 72
43 42 28
25 18 5
44 38 71
