45 69
1 2 97
2 3 45
3 4 50
4 5 91
5 6 1
6 7 76
7 8 60
8 9 89
9 10 14
10 11 25
11 12 60
12 13 29
13 14 62
14 15 39
15 16 25
16 17 12
17 18 53
18 19 28
19 20 42
20 21 48
21 22 89
22 23 87
23 24 44
24 25 27
25 26 67
26 27 67
27 28 54
28 29 32
29 30 16
30 31 32
31 32 29
32 33 67
33 34 11
34 35 82
35 36 24
36 37 42
37 38 58
38 39 10
39 40 22
40 41 45
41 42 82
42 43 61
43 44 78
44 45 58
12 32 39
20 24 24
34 14 58
21 44 72
35 9 7
14 3 73
15 43 57
9 45 48
17 7 84
39 37 40
9 43 90
30 13 28
3 38 49
12 43 56
10 22 42
39 30 22
38 21 65
27 30 13
33 3 55
16 7 84
34 13 63
28 22 1
17 26 57
14 42 28
31 12 84
