25 59
1 2 44
2 3 37
3 4 77
4 5 80
5 6 68
6 7 14
7 8 31
8 9 10
9 10 92
10 11 76
11 12 54
12 13 39
13 14 41
14 15 41
15 16 44
16 17 51
17 18 85
18 19 7
19 20 74
20 21 95
21 22 3
22 23 46
23 24 32
24 25 35
14 16 52
4 7 54
20 11 9
19 18 19
18 3 21
10 13 87
24 9 97
20 22 84
17 10 30
13 4 44
5 18 93
3 16 34
5 13 17
24 2 78
1 17 20
24 20 2
6 11 84
7 18 83
16 23 21
3 7 88
12 16 41
2 18 93
10 2 50
17 20 83
18 17 99
7 17 91
8 12 65
24 22 98
21 14 86
12 20 19
19 14 46
20 19 99
1 14 45
16 8 60
22 8 78
