34 89
1 2 57
3 2 2
2 3 76
1 3 36
3 1 63
2 1 83
34 6 71
32 25 75
12 13 8
17 23 64
18 34 41
8 11 59
18 15 83
30 10 10
23 10 38
31 16 70
20 10 85
15 8 19
18 29 35
26 20 54
17 11 100
7 10 72
30 15 8
33 10 61
23 30 56
31 11 1
7 18 7
18 24 23
6 8 84
23 24 11
26 4 53
29 17 6
16 11 65
17 22 46
17 30 97
25 11 52
8 24 97
28 18 4
16 19 23
27 17 78
12 26 57
12 21 74
31 17 40
9 12 24
15 32 100
8 18 76
27 31 75
31 19 93
6 18 46
33 13 12
33 16 36
31 5 75
34 16 10
5 22 91
6 25 90
25 34 90
25 24 56
12 10 63
10 25 39
20 33 6
32 6 84
20 31 48
33 24 23
21 29 27
21 14 91
31 27 3
19 14 51
25 5 7
4 17 72
15 31 86
15 21 92
22 4 91
5 28 64
30 12 37
7 17 47
24 12 13
26 21 95
10 13 2
18 25 1
27 29 68
18 30 2
4 26 52
14 34 48
25 18 17
23 20 89
18 16 53
18 22 40
26 8 83
31 28 24
