24 110
1 2 43
2 3 7
3 4 58
4 5 23
5 6 74
6 7 50
7 8 76
8 9 53
9 10 11
10 11 33
11 12 14
12 13 99
13 14 85
14 15 17
15 16 34
16 17 63
17 18 80
18 19 3
19 20 22
20 21 89
21 22 94
22 23 81
23 24 89
3 11 46
6 20 21
4 19 35
4 21 25
1 14 16
21 15 96
3 20 2
12 3 42
11 16 53
18 4 87
13 20 56
20 12 23
15 10 54
20 22 52
8 20 46
20 14 72
7 12 3
13 8 77
14 1 48
6 9 89
19 15 39
3 10 85
24 18 40
24 15 22
19 2 25
22 6 98
21 14 60
13 17 94
5 14 3
8 3 65
9 2 85
19 12 82
12 20 3
2 1 27
22 18 17
10 22 97
21 4 22
9 12 39
16 21 89
14 21 68
23 9 29
20 6 68
10 12 52
19 16 11
9 16 15
2 4 10
10 9 52
21 16 16
17 5 41
1 18 31
22 20 2
19 14 17
15 12 94
13 2 33
24 11 41
12 11 92
18 17 96
17 3 51
10 16 79
10 8 26
4 14 24
3 23 66
18 9 14
13 18 64
3 12 100
13 9 9
5 18 81
24 8 99
2 16 40
21 1 34
15 1 94
24 6 20
4 15 72
16 4 3
17 21 9
4 2 76
11 13 22
2 21 14
4 23 80
14 2 8
17 6 33
20 16 19
9 6 41
8 1 88
23 5 25
16 7 92
11 21 100
