32;7;955
17;8;172
24;9;687
47;16;123
7;26;807
0;41;496
42;35;479
8;6;287
35;19;97
12;26;777
33;46;782
43;31;66
23;28;837
38;20;913
7;6;45
46;19;699
30;4;931
13;39;869
38;23;34
33;32;781
3;11;651
45;14;394
17;13;882
37;26;269
32;3;287
28;0;997
12;38;4
19;32;437
42;19;145
45;4;169
1;40;917
2;34;184
13;12;846
32;29;112
40;43;564
33;30;719
29;10;454
1;21;880
38;33;585
10;3;889
12;21;178
35;35;727
17;30;375
5;15;770
7;29;170
44;29;778
43;9;773
21;16;886
35;49;381
1;13;22
29;2;183
47;20;170
46;5;159
41;15;17
17;23;907
34;44;834
35;44;97
40;17;881
5;41;98
14;49;713
17;15;325
17;25;256
29;9;191
49;47;478
30;1;872
37;4;850
48;1;113
27;16;394
46;39;707
15;41;578
3;32;104
22;24;994
34;49;974
32;4;689
32;35;927
30;9;305
0;17;742
12;15;966
30;40;990
46;21;713
27;14;355
30;46;315
18;8;546
43;3;91
43;16;934
21;45;614
23;15;604
20;14;480
41;41;331
6;42;689
0;38;562
13;5;812
16;1;783
30;12;15
37;6;295
32;18;986
1;8;899
18;23;123
5;7;992
43;38;103
49;11;328
42;43;304
26;30;222
6;4;870
41;42;63
29;32;161
9;9;454
17;5;669
39;31;298
21;7;959
40;22;254
34;31;6
34;45;259
49;6;758
38;45;88
1;27;609
3;25;501
41;34;593
32;31;133
32;3;245
0;4;461
13;15;630
30;7;227
2;45;742
45;9;60
34;28;196
29;38;84
34;18;633
22;49;769
33;1;987
43;1;834
0;49;37
14;25;606
22;20;394
19;0;616
37;46;497
26;47;60
46;3;306
8;15;708
41;40;316
43;47;120
11;9;876
45;44;208
1;19;77
29;6;350
34;15;376
0;35;59
13;6;79
46;46;948
26;42;669
16;23;700
14;29;455
13;7;820
36;42;41
14;25;554
49;17;955
47;23;10
16;40;102
12;29;830
2;15;248
46;18;36
26;34;929
18;14;526
44;20;165
27;13;851
0;49;615
26;47;587
49;28;382
32;49;660
29;1;9
31;11;831
28;40;470
0;37;816
31;30;49
21;3;57
42;38;533
12;11;606
10;25;367
33;46;808
32;43;697
13;38;267
25;13;181
16;49;465
19;0;232
39;44;338
26;28;509
16;40;222
6;17;793
20;20;716
23;45;879
33;17;871
5;17;830
39;45;794
43;25;791
3;43;226
18;20;619
1;6;368
14;16;66
23;7;427
23;5;857
