28;7;224
41;32;983
41;28;698
15;12;960
5;0;584
4;17;329
17;0;540
37;8;569
35;44;610
17;32;132
27;31;148
25;24;546
47;18;479
21;8;989
9;28;181
32;42;921
17;34;386
49;36;731
0;40;990
32;6;763
18;24;916
28;37;627
40;30;520
1;6;973
42;46;840
27;28;590
19;2;42
34;49;956
37;28;886
20;24;665
27;14;232
35;2;684
3;31;823
27;41;235
20;15;561
20;7;804
44;23;257
19;13;84
36;34;506
48;41;189
37;19;127
42;24;840
37;6;883
7;23;935
38;41;221
40;14;668
19;16;420
4;26;18
20;7;29
7;49;367
8;5;806
31;40;439
5;27;838
36;33;13
46;36;991
16;31;433
43;45;397
41;28;487
38;32;869
5;22;325
40;29;139
25;48;365
6;6;23
39;34;742
41;33;662
20;8;792
1;4;523
29;14;80
48;17;547
16;43;153
28;49;99
25;45;79
43;20;756
31;9;501
20;4;217
32;0;890
41;18;498
3;4;361
40;10;307
2;27;637
40;40;266
43;10;699
32;15;766
29;26;759
1;19;893
1;9;204
43;15;334
32;24;506
32;24;916
36;35;692
38;40;855
5;40;384
11;26;868
25;0;690
6;12;826
36;2;682
23;39;30
5;9;233
15;8;314
37;10;722
39;45;606
3;40;719
45;45;592
25;39;647
16;17;303
32;26;254
33;45;450
11;13;931
33;33;619
31;40;646
3;23;324
7;36;108
4;2;431
5;41;124
4;47;994
19;38;849
46;33;630
2;3;300
13;27;633
33;20;143
4;14;104
47;21;310
16;9;612
9;27;482
41;28;81
16;7;314
46;14;901
38;34;153
0;0;396
1;43;186
23;20;638
14;0;554
1;7;518
34;2;579
11;36;103
7;11;506
10;47;405
15;36;131
12;16;588
47;46;428
45;15;315
21;36;149
42;26;567
26;15;999
39;12;222
16;26;958
2;43;774
44;40;928
39;7;672
25;2;677
48;3;214
4;38;758
13;40;13
47;15;702
46;34;641
20;26;486
45;45;795
31;44;62
32;1;496
19;32;567
23;16;487
44;28;236
39;35;482
23;2;724
47;4;565
3;47;112
14;18;631
9;29;129
44;16;170
7;21;747
13;43;163
22;23;966
10;2;131
20;31;817
0;22;860
3;34;803
24;29;73
19;4;273
46;14;738
17;0;227
3;31;270
36;10;181
28;25;619
29;42;901
49;44;752
40;9;154
13;40;651
18;32;854
33;43;778
44;25;187
11;42;43
45;17;989
27;13;243
33;25;183
9;44;724
8;20;218
26;6;109
29;4;195
28;34;975
20;3;325
