255 1012
1 224 92
1 207 58
1 217 1
1 158 85
1 190 69
1 215 76
1 243 27
1 194 9
1 221 46
1 169 31
1 192 36
2 161 58
2 215 73
2 148 57
2 171 75
3 242 43
3 149 42
3 130 41
3 135 54
3 245 68
3 219 18
3 172 27
3 151 20
3 160 87
3 189 63
3 236 91
3 178 11
3 132 76
3 205 35
4 201 64
4 197 94
4 190 30
4 186 55
4 236 46
4 174 46
4 160 29
4 192 43
4 191 46
4 161 69
4 135 19
4 169 82
4 221 57
5 212 39
5 159 97
5 140 17
5 153 21
5 128 89
5 211 34
5 216 45
5 218 17
5 253 69
5 241 90
5 166 57
5 182 77
5 181 10
5 213 66
5 171 38
6 243 14
6 156 22
6 215 77
6 145 66
6 213 50
7 144 74
7 196 82
7 184 37
7 244 6
7 194 3
7 200 28
7 211 11
7 212 47
7 131 99
7 238 96
7 197 71
7 152 36
7 147 85
8 180 60
8 253 88
8 246 23
8 237 70
8 227 43
8 189 2
8 250 77
8 135 32
8 131 18
8 235 95
8 148 4
8 252 73
8 140 77
9 204 36
9 162 80
9 228 90
9 143 30
9 200 24
9 224 91
9 140 53
9 144 33
9 135 83
10 238 56
10 184 60
10 243 12
10 239 18
10 189 62
11 172 23
11 190 97
11 159 18
12 163 72
12 241 19
12 179 22
12 149 92
12 189 50
12 181 77
12 137 16
12 215 43
12 192 79
12 247 75
13 246 88
13 162 18
13 179 56
13 131 87
14 211 33
14 241 33
14 229 25
14 221 91
14 220 30
14 147 56
15 206 69
15 143 72
16 173 79
16 252 82
16 207 53
16 213 76
16 236 32
16 240 62
16 168 59
16 176 25
16 249 40
16 139 55
16 171 35
16 130 1
16 185 23
16 220 85
17 233 52
17 247 85
17 156 86
17 253 4
17 204 75
17 137 87
18 251 45
18 234 16
18 173 64
19 198 15
19 148 27
19 159 69
19 137 28
19 238 78
19 166 92
19 142 71
19 169 92
19 183 41
19 135 48
19 234 1
19 138 39
19 172 39
19 205 39
19 241 73
20 138 45
21 168 53
21 239 83
21 171 54
21 129 36
21 172 33
22 149 83
22 178 56
22 145 64
22 174 48
22 164 80
23 212 39
23 235 5
23 190 27
23 243 81
23 226 82
23 155 27
23 145 64
23 240 19
23 156 38
23 133 50
23 144 63
23 164 35
24 254 80
24 236 32
24 239 69
24 176 63
24 218 93
25 138 52
26 194 23
26 190 46
26 208 14
26 197 46
26 232 14
26 244 58
26 188 22
26 148 4
26 223 90
26 133 80
27 179 32
27 254 32
27 203 71
27 184 5
27 235 79
27 213 98
27 242 54
27 153 66
27 137 65
27 163 59
28 155 66
28 220 73
28 132 75
28 171 20
28 168 2
28 194 24
28 225 82
28 211 19
28 157 4
28 221 23
28 253 66
28 169 70
28 128 89
28 163 4
28 156 42
