427 1743
1 407 86
1 291 6
1 376 58
1 324 56
1 298 51
1 281 87
1 333 92
1 222 14
2 224 68
3 366 53
3 409 6
3 391 95
3 316 75
3 380 2
3 332 49
3 232 11
4 226 32
4 236 60
5 226 3
5 303 98
5 233 23
5 410 2
5 422 91
5 332 65
5 354 79
5 271 71
5 314 94
5 283 14
6 278 10
6 388 87
6 410 2
6 293 47
6 321 56
6 380 85
6 363 40
6 276 24
6 320 60
6 427 8
6 326 95
7 318 81
7 391 59
8 309 80
8 245 4
8 255 45
8 409 76
8 371 18
8 279 26
8 293 76
8 269 93
8 287 22
8 305 89
8 316 54
9 214 46
9 295 64
9 383 40
9 338 84
9 237 14
9 221 92
10 217 77
10 334 79
10 301 93
10 225 79
10 279 4
10 294 81
10 377 51
10 344 58
10 352 39
10 327 89
11 342 61
11 232 26
11 257 50
11 237 24
11 322 64
11 230 22
12 339 39
12 293 43
12 412 97
12 332 46
12 345 88
12 219 61
12 229 46
12 278 19
12 289 21
13 239 87
13 257 97
13 415 48
13 421 2
13 310 91
14 374 45
14 403 56
14 372 11
14 243 68
15 291 31
15 329 17
15 377 88
15 345 80
15 379 76
15 215 23
15 390 93
15 298 18
15 244 78
15 405 36
16 367 15
16 219 67
16 326 71
16 356 66
16 360 89
16 313 25
16 416 25
16 295 96
16 424 87
16 214 67
16 218 4
16 316 17
16 319 34
16 308 74
17 292 58
17 246 16
17 399 84
17 310 4
17 261 57
17 378 48
17 415 44
17 416 6
17 262 16
18 248 82
18 415 93
18 394 48
18 218 34
18 266 59
18 408 67
18 259 75
18 298 53
18 318 71
18 409 83
18 309 10
18 382 5
19 275 53
19 415 17
19 290 31
19 247 58
19 343 77
19 286 66
19 227 49
19 272 68
19 251 43
20 351 64
20 358 14
20 326 82
21 357 14
21 236 22
21 380 61
21 231 38
21 278 90
21 392 61
21 325 31
21 326 92
21 235 9
21 291 52
21 371 89
22 387 73
22 231 42
23 417 90
23 357 66
23 410 30
23 292 12
24 248 15
24 274 33
24 301 34
24 381 25
24 287 70
25 378 6
25 404 99
25 354 53
25 294 45
25 336 80
25 295 81
25 324 95
25 368 37
25 244 72
25 366 18
25 392 79
25 245 65
25 417 20
26 377 38
27 427 6
27 303 37
27 322 62
27 326 11
27 423 52
27 219 18
27 261 95
27 323 1
27 368 27
27 279 58
27 256 17
27 327 86
27 296 1
28 426 19
28 371 57
28 302 29
28 228 32
28 349 80
28 376 57
28 308 44
28 424 16
28 249 62
28 367 85
28 276 46
29 236 80
29 265 49
29 392 96
29 379 71
29 302 80
29 282 71
30 309 93
30 302 76
30 292 71
30 393 29
30 290 25
30 382 74
31 330 52
31 245 23
31 354 81
31 270 8
31 252 74
31 425 6
31 286 72
31 309 94
31 367 28
31 235 94
31 371 81
31 403 76
31 295 80
32 298 43
33 268 86
34 263 98
34 346 8
34 411 75
34 423 22
34 358 43
34 417 52
34 405 16
34 401 30
34 242 4
34 415 21
34 274 24
34 348 21
35 225 56
35 273 64
35 377 40
35 259 15
35 277 72
35 284 94
35 407 83
35 328 76
35 279 10
35 218 99
35 354 50
35 325 69
35 371 11
35 222 90
36 414 90
36 298 18
36 225 85
36 299 67
36 237 20
36 241 91
36 249 37
37 335 84
37 314 94
37 364 69
37 293 96
37 279 7
37 396 81
37 299 23
37 249 37
37 233 92
37 257 77
37 359 86
37 343 51
37 345 84
37 383 16
37 234 31
38 289 88
38 267 80
38 412 10
38 342 82
38 270 96
38 311 67
38 415 77
38 408 99
38 291 58
38 372 6
39 402 11
39 324 53
39 394 61
39 412 98
39 238 44
39 389 36
39 351 1
39 391 32
39 347 84
39 328 71
39 263 69
39 310 71
39 318 19
40 328 65
40 290 13
40 411 61
40 283 40
40 342 17
40 418 22
40 368 63
41 385 19
41 257 27
41 335 74
41 359 60
41 237 29
41 326 6
41 384 58
41 215 38
41 291 95
41 238 69
41 323 8
41 274 95
42 290 11
42 375 90
42 319 96
42 383 29
42 246 61
42 270 38
42 225 48
42 388 41
42 217 86
43 422 19
43 379 1
43 219 44
43 301 61
43 332 18
43 308 61
43 345 45
43 244 69
44 248 36
44 375 27
44 223 60
44 369 77
44 330 94
44 244 86
44 327 84
44 278 78
44 391 2
44 326 69
44 399 39
44 286 78
44 238 62
44 257 37
45 251 15
45 343 64
45 305 74
45 327 60
45 309 28
45 362 68
45 356 84
45 415 1
45 382 2
45 369 69
45 340 81
45 407 77
45 232 1
46 265 26
46 335 30
47 422 98
47 338 12
47 240 45
47 389 14
47 281 68
47 220 60
47 417 43
47 353 47
47 346 18
47 420 17
47 262 4
47 275 13
48 242 51
48 398 59
48 336 69
49 263 10
49 416 63
49 216 24
50 362 81
50 265 86
51 388 80
51 269 87
51 427 57
51 417 33
51 265 76
51 309 85
51 252 36
51 339 25
52 239 91
52 292 96
52 327 18
52 231 86
52 221 58
52 397 48
52 336 4
52 316 57
52 402 94
52 391 65
52 370 93
52 308 77
52 353 71
52 350 17
52 340 56
53 285 44
53 409 25
53 403 56
53 276 33
53 332 41
53 355 33
53 273 59
53 287 19
53 347 53
53 215 19
53 226 40
54 427 50
55 250 11
55 381 54
55 350 12
55 284 37
55 219 83
55 378 25
56 243 18
56 294 56
56 327 21
56 258 99
56 398 17
56 323 54
56 226 3
57 346 56
57 300 12
57 262 16
58 328 97
58 277 30
58 300 5
58 312 15
58 232 63
58 254 31
58 311 14
58 220 9
58 385 20
58 330 52
58 317 94
58 313 92
58 355 32
59 385 78
59 283 64
59 344 67
59 390 19
59 299 98
59 395 92
59 379 3
59 323 82
59 410 28
59 219 11
59 311 53
59 302 54
59 391 61
59 335 36
60 348 45
60 379 8
60 322 3
60 349 31
60 317 84
60 287 22
60 411 44
61 360 21
61 243 24
61 220 15
61 237 25
61 336 86
61 391 79
61 223 41
61 372 4
61 257 17
62 268 31
62 392 30
62 215 26
62 338 24
62 390 42
62 226 35
62 377 49
62 381 36
62 294 4
63 214 63
63 357 9
63 290 33
63 404 70
63 252 20
63 291 52
64 366 60
64 419 2
64 219 95
64 313 69
64 312 1
64 300 18
64 223 22
64 243 10
64 269 70
64 388 88
64 356 58
64 414 41
64 232 53
64 423 93
65 258 12
65 271 13
65 280 62
65 216 79
65 306 11
65 224 80
65 416 23
65 309 29
65 400 38
65 364 93
65 420 10
66 334 58
66 216 66
66 380 27
66 243 21
66 412 14
66 259 11
66 410 51
66 285 5
66 381 62
67 234 65
67 383 85
67 306 84
68 308 72
68 335 3
68 266 99
68 234 10
68 394 20
68 275 55
68 299 36
68 312 84
68 233 94
68 337 96
68 250 43
68 412 91
68 399 51
68 378 46
69 246 53
69 376 59
69 319 39
69 398 29
69 316 32
69 241 64
69 358 3
70 369 59
70 250 42
70 352 52
70 413 94
70 220 89
70 324 57
70 338 77
70 313 8
70 344 37
70 294 91
70 257 29
71 398 27
71 359 29
71 244 90
71 273 77
71 331 12
71 361 70
71 333 4
71 376 74
71 274 3
71 225 9
71 335 15
71 271 62
72 286 24
73 335 36
73 318 70
73 280 67
73 233 58
74 239 91
74 238 65
74 375 34
74 290 33
74 306 22
74 410 81
75 339 13
76 268 60
76 297 48
76 280 16
76 294 31
76 406 98
76 388 59
76 367 77
77 337 58
77 382 6
77 238 14
77 423 65
78 239 22
78 231 56
78 356 76
78 214 48
78 392 69
78 260 26
78 216 58
79 277 61
79 274 93
79 350 45
79 302 80
79 372 28
79 334 59
79 297 19
79 411 89
79 239 20
79 379 16
79 320 71
79 250 57
79 389 95
79 384 6
79 251 48
80 352 77
80 307 17
80 317 64
80 396 55
80 275 72
80 371 76
80 279 44
80 310 32
80 296 56
80 358 57
80 427 10
80 357 70
80 361 49
80 305 11
80 231 81
81 337 44
81 318 95
81 419 8
81 236 75
81 358 60
81 420 87
81 247 67
81 267 79
81 283 20
81 273 57
81 312 13
81 216 9
81 346 40
82 346 61
82 283 86
82 407 48
82 365 19
82 290 59
82 298 74
82 370 78
82 248 59
82 360 83
82 334 15
82 423 53
82 253 81
82 220 18
83 335 62
84 263 88
84 361 24
84 362 18
84 354 88
84 341 69
84 284 78
84 392 38
84 228 72
84 274 75
84 360 50
85 326 20
85 215 46
85 272 60
85 277 11
86 337 37
86 226 44
86 357 97
86 378 60
86 423 67
86 229 5
86 360 71
86 238 70
86 303 10
86 385 91
86 299 12
86 241 75
86 318 33
87 233 22
87 359 60
87 344 81
87 224 54
87 378 93
87 281 42
87 419 26
87 259 79
87 275 56
87 318 2
87 393 69
87 305 43
87 357 30
87 238 2
87 319 88
88 359 11
88 275 97
88 360 98
88 289 14
88 310 15
88 215 68
88 405 23
88 417 39
88 267 17
88 346 93
89 330 15
90 327 14
90 307 90
90 415 19
91 374 15
91 254 27
91 332 77
91 410 94
91 419 46
91 322 17
91 423 13
91 400 94
91 292 95
91 378 27
91 253 4
91 412 34
92 299 31
92 336 81
92 346 43
92 381 29
92 240 17
92 237 38
92 308 3
92 243 82
92 317 59
93 382 12
93 354 92
94 245 97
94 280 61
94 303 64
94 220 99
94 376 21
94 225 65
94 406 61
94 349 79
94 411 29
94 415 36
94 367 61
95 380 42
95 365 75
95 317 91
95 232 49
95 265 83
95 366 84
95 218 76
95 363 17
95 260 3
95 307 72
95 412 11
96 300 80
96 283 37
96 320 42
96 354 96
96 270 87
96 237 76
97 270 76
97 249 11
97 290 8
97 357 59
97 310 3
97 285 34
97 215 79
97 242 33
97 220 81
97 410 18
97 315 91
97 353 29
98 228 34
98 300 47
98 284 75
98 371 98
98 353 70
98 299 39
98 393 67
98 229 37
98 349 68
98 234 55
98 413 18
99 319 7
99 349 42
99 289 10
99 369 21
99 299 87
99 422 80
99 355 27
99 387 57
99 250 24
99 311 77
99 332 85
99 304 4
99 222 18
99 220 28
100 264 2
100 338 39
100 426 41
100 380 13
100 373 16
100 381 2
100 267 67
100 284 84
100 214 87
100 427 68
100 376 25
101 271 35
101 362 82
101 348 67
101 228 3
101 305 29
101 384 51
101 418 9
101 364 22
101 354 92
101 300 2
101 416 18
101 388 93
102 321 13
102 345 92
102 395 53
102 408 54
102 363 60
102 347 67
102 353 52
102 343 49
102 319 44
102 351 58
102 282 70
102 253 68
102 232 99
103 279 27
