292 1152
1 254 81
1 222 42
2 157 53
2 173 45
2 147 59
2 242 70
2 269 86
2 273 85
2 168 44
3 150 90
3 249 86
4 290 23
4 277 25
4 279 95
4 197 38
4 225 44
4 176 32
4 263 33
4 156 88
4 200 56
4 280 57
4 189 30
4 275 32
4 222 53
5 176 65
5 192 89
5 268 89
5 253 19
5 181 87
5 276 53
5 169 82
5 178 18
6 179 14
6 277 25
6 289 63
6 247 65
6 210 35
6 246 39
6 190 62
6 171 10
6 150 28
6 274 40
6 290 14
6 249 58
7 147 13
7 201 97
7 148 26
7 186 53
7 256 29
7 213 87
7 160 24
7 169 88
8 165 25
8 167 62
8 199 42
8 243 51
8 269 10
8 187 99
8 190 79
8 214 70
8 148 80
8 268 67
8 245 97
8 170 91
8 164 9
8 240 68
9 163 10
9 226 1
9 202 33
9 157 73
10 186 10
10 147 93
10 224 71
10 260 79
10 246 29
10 191 17
10 214 17
10 252 74
10 288 41
10 166 68
10 249 63
10 165 36
11 196 89
11 259 1
11 269 30
11 194 93
11 270 93
11 150 51
11 273 82
11 229 13
12 169 56
12 150 35
12 199 60
12 275 92
12 253 29
12 261 60
12 170 43
12 176 23
12 157 50
12 206 44
12 236 88
12 165 26
13 231 21
13 290 56
13 225 77
13 266 31
13 218 18
13 274 45
13 166 33
13 227 25
14 274 35
14 204 36
14 261 59
14 259 12
14 225 7
14 153 45
14 275 78
14 250 97
14 166 61
14 202 15
14 256 75
14 193 58
15 253 19
15 284 20
15 264 17
15 283 74
15 238 34
15 161 79
15 173 51
16 240 69
16 180 74
16 255 93
16 262 24
16 191 96
16 177 80
16 189 38
16 157 16
16 292 33
16 150 23
16 216 99
17 161 76
17 272 49
17 204 18
17 202 57
17 209 78
17 224 20
17 290 76
17 223 48
17 279 85
17 291 83
17 180 81
17 268 45
18 163 61
18 160 36
18 239 69
18 246 30
18 284 8
18 220 1
18 212 39
18 205 3
18 155 96
18 180 39
19 152 93
19 290 64
19 180 51
20 232 41
20 239 12
20 167 62
20 199 31
20 186 68
20 226 30
20 193 46
20 273 75
20 227 62
20 209 38
20 220 26
20 161 40
20 164 61
21 266 42
21 242 97
21 147 98
21 280 85
21 165 93
21 174 68
21 163 88
21 243 30
21 203 33
21 155 88
22 151 28
22 202 50
22 153 31
22 238 15
22 180 93
22 197 20
22 212 3
22 190 38
23 284 55
23 187 54
23 270 7
24 228 37
24 164 9
24 263 14
24 179 18
24 159 17
24 184 54
24 210 35
24 206 70
24 195 98
24 256 97
24 181 44
24 230 90
24 170 47
25 152 59
25 252 42
25 282 5
25 182 12
25 159 45
25 269 26
25 171 76
25 186 21
25 193 8
25 155 23
26 289 35
26 251 80
26 226 38
26 264 15
26 165 53
26 199 55
26 147 60
