717 2881
1 382 17
1 465 62
1 671 76
1 403 40
1 583 31
1 485 28
1 590 36
1 646 38
1 639 6
2 604 74
2 574 58
2 540 93
3 521 70
3 408 86
3 665 78
3 574 2
3 388 54
3 605 72
3 590 54
3 450 87
3 515 84
3 447 75
3 533 40
3 372 6
3 642 72
3 452 98
4 665 58
4 706 45
4 435 90
4 366 28
4 715 58
4 614 6
4 415 85
4 424 52
4 437 87
4 445 83
4 413 86
4 559 69
5 544 96
5 597 83
5 530 19
5 393 94
5 386 9
6 474 29
6 440 99
6 397 20
6 424 12
6 461 55
6 717 6
6 699 40
6 649 99
6 667 70
6 583 34
6 588 29
7 560 91
7 497 41
7 360 22
7 691 71
7 437 68
7 528 32
7 567 70
7 542 90
7 422 48
8 701 77
8 586 17
8 488 53
8 693 8
8 404 18
9 623 99
9 636 95
9 635 15
9 498 84
9 704 75
9 390 71
10 563 69
10 626 90
10 641 67
10 691 11
10 366 6
10 375 52
10 682 87
10 465 3
10 559 40
10 567 50
10 593 29
10 570 87
10 420 72
10 459 57
10 571 60
11 360 46
11 543 61
11 561 16
11 547 2
11 368 64
11 456 13
11 529 29
12 486 46
12 671 31
12 570 13
12 385 47
12 390 13
12 665 93
12 448 56
12 583 10
12 528 26
12 519 15
12 514 95
12 423 62
13 559 60
13 525 2
13 457 74
13 717 11
13 500 66
13 378 16
13 612 45
13 482 67
13 702 50
14 411 97
14 476 49
15 672 30
15 501 80
15 561 51
15 687 57
15 465 53
15 456 35
15 705 98
15 564 83
15 413 11
15 523 59
15 656 40
15 433 44
16 477 36
16 369 98
16 400 58
16 619 40
16 663 93
16 506 47
16 363 31
16 524 24
16 701 15
16 394 91
16 448 10
17 674 97
18 400 59
18 362 71
18 687 50
18 541 49
18 691 85
18 632 20
18 391 46
19 440 78
19 685 49
19 550 82
19 407 82
19 527 66
20 505 62
20 361 37
20 519 3
20 642 74
20 606 27
20 618 31
20 601 84
20 440 4
20 442 20
20 623 57
20 471 39
20 468 13
20 688 9
20 466 75
21 677 51
21 509 21
21 665 20
21 663 73
21 560 34
22 700 38
22 683 70
22 519 53
22 579 97
23 647 82
23 433 85
23 427 50
23 614 97
23 539 91
23 554 14
23 534 62
23 555 95
23 392 54
23 646 16
23 444 91
23 426 78
23 608 57
23 516 44
23 640 56
24 458 97
24 426 83
24 520 8
24 640 7
24 522 77
24 692 3
24 571 33
24 591 37
24 615 40
24 378 10
24 581 68
25 421 25
25 378 58
25 554 75
25 482 48
25 386 45
25 634 96
25 672 9
26 373 39
27 443 21
27 634 89
27 652 77
27 492 34
27 432 93
27 543 90
27 591 57
27 442 61
28 505 84
28 638 96
28 557 18
29 615 97
29 717 94
29 657 76
29 538 64
29 673 76
29 579 51
29 554 31
29 519 64
29 690 76
29 386 95
30 372 49
30 451 48
30 680 10
30 399 88
30 692 23
30 562 88
31 589 4
31 630 21
31 700 6
31 603 71
31 706 95
31 388 70
31 618 19
31 387 24
31 717 66
31 531 20
31 681 50
31 435 15
32 581 17
32 496 21
32 656 41
32 482 48
32 446 41
32 454 23
32 717 13
32 505 74
32 537 49
32 546 94
33 661 98
33 624 97
33 717 14
33 419 32
33 451 33
33 629 43
33 402 71
33 440 41
33 364 67
33 685 45
33 688 70
34 472 3
34 668 53
34 509 41
34 413 79
34 551 25
34 554 22
34 544 27
34 556 76
34 614 53
34 518 97
34 629 56
34 594 1
35 556 16
35 670 47
35 597 56
35 562 55
35 486 1
35 410 8
35 443 86
36 660 75
