795 3028
1 445 26
1 424 20
1 547 37
1 431 86
1 699 77
1 619 97
1 655 93
1 688 50
1 509 11
1 698 8
2 434 32
2 712 38
2 677 16
2 444 81
2 734 76
2 688 8
2 794 71
2 681 51
2 496 31
2 492 1
3 794 46
3 601 18
3 434 19
3 717 81
3 437 32
3 519 23
3 610 79
3 502 70
4 552 45
4 402 21
4 680 59
4 594 29
5 406 39
5 692 80
5 609 1
5 620 92
5 492 25
5 708 56
6 672 30
6 762 42
6 673 65
6 448 35
6 523 59
6 776 10
6 439 31
6 652 85
6 482 8
6 763 10
6 607 51
6 562 27
6 637 16
6 425 81
7 792 63
7 777 6
7 579 30
7 534 9
7 475 2
7 405 55
7 606 55
7 499 55
7 429 18
7 481 23
7 708 6
7 725 90
8 582 49
8 459 3
8 401 99
8 579 35
8 641 80
8 520 83
8 635 82
8 556 15
8 667 22
8 709 88
8 538 36
8 569 11
8 645 59
8 404 9
8 585 51
9 516 47
9 753 15
9 503 70
9 460 20
9 696 18
9 627 6
9 438 77
9 754 66
10 752 33
10 463 50
10 661 92
10 642 91
10 416 70
10 440 2
10 466 75
10 509 25
10 656 42
11 701 29
11 603 68
11 778 60
11 791 28
11 504 85
11 634 73
11 507 29
11 665 67
11 702 45
11 555 1
12 710 60
12 633 74
12 709 70
12 524 19
12 602 50
12 662 92
12 494 5
12 751 8
13 443 41
14 684 48
14 455 4
14 770 87
14 709 85
14 649 71
14 667 37
14 470 67
14 458 84
14 785 88
14 504 92
14 679 13
14 784 14
14 533 47
14 757 64
15 752 93
15 459 81
15 518 90
15 568 49
15 759 23
15 724 61
15 595 41
15 659 41
16 407 53
16 503 73
16 711 5
16 659 18
16 642 91
16 560 63
16 740 32
16 680 43
16 558 98
16 432 65
16 505 93
16 643 34
16 530 76
16 720 39
17 794 42
17 718 83
17 642 88
17 565 91
17 493 19
17 428 88
17 645 41
17 573 74
17 563 32
17 401 87
18 432 13
18 631 10
18 646 76
18 480 38
18 418 60
18 486 44
18 592 81
18 421 47
18 700 99
18 543 7
18 752 50
18 606 15
19 623 81
19 559 54
19 795 45
19 624 5
19 499 53
19 649 46
19 751 94
19 619 47
19 535 20
20 570 13
20 438 87
20 480 55
20 428 40
20 563 7
20 715 60
20 557 32
20 725 43
20 546 53
20 656 1
21 525 78
21 507 41
21 431 18
21 475 5
21 412 82
21 416 87
21 449 94
21 417 83
21 508 55
21 440 84
21 510 47
21 429 35
22 730 70
22 429 88
22 418 27
22 472 3
22 709 35
22 446 46
22 484 15
22 692 36
22 767 95
22 474 80
22 440 85
22 734 67
22 456 1
23 501 22
23 540 21
24 603 97
24 746 53
24 674 84
24 495 49
24 449 4
24 761 46
24 546 6
24 485 72
24 631 73
25 510 63
25 516 49
25 549 63
25 528 17
25 724 59
25 449 62
25 486 40
25 629 63
25 683 73
25 537 77
25 651 18
25 632 66
26 646 14
26 629 5
26 536 25
26 753 86
26 433 29
26 473 18
26 755 5
26 420 97
27 672 56
28 632 51
28 559 5
28 550 60
28 640 66
28 678 96
28 464 30
28 668 70
28 783 35
28 476 43
28 543 88
28 769 64
28 574 17
29 742 54
29 511 39
29 683 85
29 766 82
29 593 97
29 613 76
29 401 33
29 759 41
30 426 23
30 662 93
30 709 23
30 406 5
30 510 55
30 409 84
31 677 48
31 505 60
31 639 63
31 654 75
31 691 29
31 562 2
31 694 74
31 642 18
31 746 13
31 617 45
31 664 4
32 554 51
32 462 62
32 672 33
32 452 69
32 716 28
32 408 31
32 717 89
32 586 53
32 784 50
32 622 59
32 585 66
33 727 39
33 661 4
33 420 32
33 521 41
33 773 72
33 764 57
33 455 33
33 556 57
33 771 81
33 601 55
33 662 12
34 731 13
34 757 82
34 448 11
34 745 72
34 784 68
34 522 60
34 643 63
34 792 42
34 533 36
34 493 26
35 472 41
35 550 79
35 607 46
35 789 15
35 793 1
35 588 71
