974 3780
1 597 17
1 676 50
1 866 86
1 525 34
1 806 93
1 557 22
1 741 74
1 714 83
1 886 35
1 829 32
1 755 66
1 610 54
1 788 78
1 893 46
2 642 8
2 554 28
2 868 96
2 701 39
2 708 49
2 818 81
2 515 95
2 690 82
2 566 10
2 835 32
2 749 10
2 613 7
3 783 65
3 618 65
3 498 62
3 605 62
3 724 30
3 735 59
3 584 33
3 504 64
4 821 39
4 759 55
4 589 72
4 956 13
4 915 19
4 657 59
4 723 20
4 662 81
4 748 66
4 519 95
4 765 31
4 494 3
5 695 93
5 740 3
5 596 18
5 569 94
5 960 54
5 787 29
5 665 63
5 544 28
5 966 71
5 616 35
5 853 41
5 648 54
5 534 24
5 624 86
6 671 57
6 657 9
6 668 22
6 545 73
7 503 2
7 854 7
8 716 21
8 534 15
8 750 7
8 884 53
8 599 55
8 575 83
8 793 21
8 581 89
8 558 62
8 719 14
8 838 16
8 897 15
8 733 2
8 497 8
9 749 13
9 771 63
9 813 47
9 796 68
9 830 8
10 710 2
10 796 95
10 868 6
10 520 93
10 612 4
11 578 14
11 825 19
11 707 88
11 930 32
11 904 3
11 816 11
11 791 60
11 854 93
11 523 94
11 697 24
11 878 81
11 554 79
11 944 95
11 660 65
11 522 39
12 904 71
12 671 8
12 701 73
12 841 65
12 662 57
12 502 20
12 893 26
12 748 53
12 700 17
12 682 74
13 780 93
14 713 61
15 851 53
15 961 65
15 584 99
15 702 12
15 730 16
15 826 21
15 763 4
15 908 39
15 569 37
15 917 94
15 617 89
15 607 87
16 868 51
16 746 54
17 657 22
17 596 21
17 902 77
17 866 26
17 685 34
17 793 68
17 746 82
17 792 30
17 564 36
17 907 93
17 933 22
18 709 40
18 791 37
18 498 84
18 847 88
18 785 65
18 816 72
18 514 57
18 567 10
19 933 50
19 766 7
19 932 28
19 628 94
19 737 13
19 620 66
19 898 58
19 532 91
19 870 26
19 841 2
19 855 76
19 928 19
20 829 86
20 672 14
20 567 4
20 821 97
20 658 6
20 546 76
20 703 91
20 767 40
20 626 26
20 798 78
20 867 24
21 686 30
21 753 6
22 744 89
22 796 75
22 698 84
22 841 19
22 666 51
22 954 71
22 699 23
22 805 32
22 944 78
22 725 2
22 923 47
22 661 93
22 822 26
23 669 64
23 554 59
23 565 75
23 764 76
23 854 56
23 937 29
23 801 60
23 768 75
23 939 36
24 943 26
24 839 34
24 568 86
24 795 82
25 583 89
25 538 80
26 966 17
26 762 83
26 561 71
26 630 83
26 502 98
26 749 88
26 851 24
26 618 90
26 841 74
26 597 72
26 583 75
27 860 30
27 856 54
27 507 86
27 931 9
27 731 13
27 789 56
27 743 4
28 790 80
28 593 12
28 951 32
28 832 65
28 541 49
28 873 23
28 802 95
28 879 69
28 836 31
29 630 54
29 873 50
29 794 51
29 830 33
29 960 69
29 596 82
29 899 43
29 551 15
29 503 94
29 491 31
29 807 64
29 934 94
29 658 37
30 910 41
30 570 69
30 958 2
30 549 4
30 838 81
30 699 98
30 737 6
30 814 88
30 706 27
30 539 14
30 860 77
31 703 82
31 576 3
31 603 78
31 921 48
31 952 52
31 713 35
31 493 49
