549 2097
1 499 69
1 284 15
1 316 75
2 329 75
2 537 99
2 450 25
2 489 93
2 275 86
2 378 40
3 494 67
3 439 45
3 358 33
3 484 14
3 441 23
3 449 24
3 385 74
3 279 21
3 517 64
3 318 14
3 520 45
3 512 25
3 290 58
3 368 48
3 529 11
4 376 42
4 454 34
4 361 1
4 527 8
4 438 45
4 464 73
4 534 78
4 468 28
4 483 86
4 427 66
4 313 17
4 330 42
4 325 73
4 393 15
5 450 17
5 526 10
5 542 92
5 298 62
5 426 12
5 290 96
5 458 99
5 377 71
5 361 74
6 549 22
6 529 12
6 322 29
6 301 5
6 279 20
6 349 53
6 290 78
6 309 79
6 463 11
7 370 66
7 305 65
7 454 34
7 440 66
7 276 24
7 289 86
7 411 41
8 503 67
8 398 88
8 402 17
8 344 47
9 297 48
9 345 6
9 378 82
9 505 2
9 352 7
9 546 47
9 534 4
9 503 53
9 294 62
9 535 46
9 488 52
9 436 11
9 400 71
9 309 59
10 309 78
10 319 96
10 431 17
10 536 68
10 400 59
10 447 74
10 542 8
10 521 86
10 297 7
10 443 75
10 516 8
10 518 80
10 407 51
11 421 85
11 459 7
11 336 22
12 484 45
13 334 8
13 546 82
13 313 24
13 479 27
13 447 17
13 292 30
13 285 27
13 469 98
13 501 72
13 389 49
13 439 26
13 377 18
13 349 64
13 468 15
14 521 54
14 357 62
14 410 7
14 399 46
14 352 90
15 380 25
15 329 98
15 377 30
15 292 43
15 535 40
15 495 61
15 523 99
15 388 8
16 375 93
16 396 26
17 284 96
17 525 19
17 322 46
17 392 40
17 332 2
17 503 44
18 532 29
18 326 47
18 449 32
18 458 62
18 279 66
18 414 89
18 443 69
18 488 86
18 516 25
19 376 82
19 476 69
19 429 42
19 407 60
19 388 53
19 504 18
19 491 44
19 486 40
19 462 17
20 311 97
20 356 46
20 472 78
20 289 40
21 277 84
21 339 65
21 493 18
22 404 23
22 300 34
23 518 73
23 369 76
23 355 31
23 480 79
23 421 77
23 372 63
23 428 71
23 366 26
23 281 16
24 477 75
24 448 84
24 517 24
24 446 35
24 295 29
24 380 43
24 455 18
24 420 57
24 315 92
24 358 57
24 495 47
25 527 40
25 443 8
25 512 53
25 411 78
25 378 30
25 545 43
25 485 55
25 320 66
25 351 88
25 293 63
25 460 66
25 312 44
25 307 43
25 298 56
26 388 96
26 308 11
26 370 94
26 340 4
27 418 92
27 544 79
28 349 89
28 309 28
28 443 3
28 473 69
28 475 56
28 498 92
28 430 62
29 435 18
29 423 35
29 385 23
29 503 27
29 528 73
29 410 60
29 291 75
29 537 93
30 345 66
31 401 23
31 429 52
31 332 50
31 479 34
