324 1243
1 295 76
1 205 47
2 285 35
2 181 71
2 258 6
2 215 80
2 179 19
2 261 17
2 305 89
2 322 19
2 284 21
2 272 44
2 255 8
2 223 92
2 239 79
2 206 93
3 214 42
3 166 90
3 238 99
3 188 84
3 309 44
3 277 14
4 163 9
4 322 56
4 279 90
4 197 31
4 247 11
4 287 67
4 292 54
4 236 20
5 183 27
5 269 79
5 220 6
5 282 64
5 293 52
5 300 15
5 250 85
6 226 43
7 166 56
7 214 17
8 171 19
8 241 61
9 163 6
9 211 69
9 314 38
9 180 78
9 219 36
9 177 87
9 170 63
9 259 60
9 257 51
9 218 36
9 225 66
10 221 20
10 198 82
10 316 63
10 199 39
10 181 79
10 321 80
11 182 75
11 249 70
11 255 52
11 238 63
11 240 69
11 232 92
11 286 41
11 294 38
11 273 44
11 195 41
11 308 64
12 200 8
12 232 98
12 247 35
12 238 82
12 303 65
12 219 82
12 179 8
12 166 39
12 254 18
12 212 13
12 185 94
12 199 23
12 244 5
12 188 94
13 168 68
13 305 90
13 175 14
13 178 86
13 324 82
13 287 89
13 270 75
13 238 7
13 281 62
14 264 81
14 312 47
14 218 67
14 207 98
14 221 37
14 227 76
14 274 96
14 230 40
15 320 92
15 299 47
15 284 98
16 304 52
16 164 52
17 187 2
17 294 83
17 226 55
17 218 99
17 318 55
17 215 99
17 290 61
17 281 68
17 314 81
17 261 47
17 179 47
17 309 68
17 300 1
17 237 2
17 286 27
18 282 52
19 279 61
19 192 52
19 272 89
19 210 2
19 315 37
19 283 54
19 250 35
20 163 97
20 271 83
21 183 71
21 324 62
21 198 22
22 182 72
22 262 2
22 301 76
22 174 7
22 225 43
22 245 17
22 212 89
22 185 30
22 261 31
22 218 82
22 284 34
22 210 76
22 289 46
22 255 93
22 275 99
23 291 99
23 165 21
23 272 31
23 188 36
24 208 75
24 302 70
24 303 87
24 267 31
24 293 94
24 304 10
24 214 51
24 181 16
24 250 48
24 262 49
24 305 58
24 311 17
25 300 83
25 309 37
25 321 40
25 219 95
25 307 79
25 229 71
25 169 41
25 173 26
25 316 84
25 194 13
25 236 96
26 246 22
26 213 79
26 237 18
26 227 13
26 181 55
26 214 43
26 172 54
26 188 35
26 298 76
26 284 53
26 322 36
26 232 87
27 265 51
27 322 84
27 166 71
27 174 81
27 250 96
27 185 91
27 229 1
27 302 41
27 298 81
28 212 73
28 294 66
28 271 50
28 289 39
28 284 7
28 290 97
28 198 21
28 310 29
28 272 80
28 194 5
28 170 51
28 220 63
28 164 73
29 186 66
29 274 52
29 211 76
29 296 96
29 285 95
29 308 73
29 178 94
29 312 14
29 252 81
29 286 63
30 231 48
30 166 50
30 324 88
30 229 12
31 170 9
32 272 89
32 238 44
32 187 34
32 258 84
32 235 71
32 249 16
32 213 48
32 223 14
32 263 68
32 298 74
32 200 49
32 208 45
33 221 34
33 312 7
33 300 96
33 298 48
33 258 84
33 179 25
33 315 78
33 284 19
33 225 19
33 205 5
33 309 1
33 248 96
33 215 27
33 287 47
33 198 68
34 263 92
34 187 3
34 272 3
34 250 89
34 245 18
34 253 86
34 202 12
35 245 39
35 225 36
35 207 70
35 204 67
35 261 91
35 214 58
35 199 18
35 321 39
35 235 9
35 269 22
35 174 46
35 254 29
36 236 61
36 290 7
36 282 84
36 279 15
37 215 63
37 250 26
37 164 10
37 322 92
37 261 89
37 227 85
37 217 44
37 274 38
37 176 57
37 224 25
37 260 47
37 233 56
38 222 11
38 260 65
38 175 85
38 279 31
38 271 58
38 242 22
38 288 68
38 315 60
38 272 77
38 251 17
38 305 33
38 180 21
39 314 1
39 228 80
39 275 96
40 315 78
40 296 50
40 282 98
40 200 86
40 277 61
40 284 8
41 289 87
41 305 39
41 311 64
41 312 9
41 200 93
41 300 23
41 224 54
41 165 92
42 276 33
42 319 11
42 185 67
42 224 11
42 174 62
42 173 28
42 199 44
42 324 37
42 225 16
42 302 71
42 238 39
42 180 39
42 243 25
43 228 38
43 209 47
43 226 92
43 165 88
44 261 92
44 182 9
44 185 88
44 308 65
44 215 88
44 252 58
44 314 38
44 291 85
44 255 49
44 300 23
45 297 26
45 190 22
45 302 23
45 212 64
45 235 99
45 320 14
45 205 67
45 213 45
45 210 7
45 304 65
45 259 11
46 300 39
46 299 53
46 209 52
46 229 42
46 264 35
46 246 28
46 266 47
46 297 23
46 279 83
46 228 50
47 254 92
47 174 71
47 295 20
47 296 2
47 184 14
47 207 65
47 269 28
47 186 44
47 272 52
47 168 30
47 210 26
48 193 13
48 293 5
48 232 18
48 166 15
49 280 92
49 289 7
50 224 40
51 171 25
51 168 57
51 185 92
51 268 40
51 189 27
52 197 78
53 163 54
53 235 56
53 236 36
53 263 24
53 305 54
53 308 31
53 234 90
53 242 63
53 188 66
53 259 73
53 315 34
53 191 50
53 294 4
