394 1547
1 225 77
1 270 77
1 311 64
1 369 54
1 341 29
1 209 59
1 249 48
1 348 67
1 322 34
1 276 94
1 377 99
1 253 4
2 386 2
2 348 97
3 228 41
3 343 78
3 222 59
3 285 6
3 277 54
3 200 59
3 260 12
3 232 80
3 238 83
3 239 20
4 240 29
4 223 81
4 363 13
4 372 63
4 254 49
4 357 65
4 289 2
4 386 34
4 214 65
4 347 32
4 333 94
4 368 41
5 381 92
6 382 45
6 259 15
6 250 67
7 313 54
7 368 84
7 225 87
7 356 91
7 335 85
7 387 17
7 308 75
7 307 97
7 306 86
7 365 40
7 208 23
7 364 82
8 200 35
8 353 26
8 298 8
8 321 97
8 393 93
8 249 44
8 295 26
8 356 47
8 306 46
9 208 84
9 249 19
9 390 69
9 276 93
9 214 65
9 222 38
10 373 69
10 383 3
10 208 1
10 321 86
11 336 15
11 257 90
11 292 86
11 314 5
12 375 28
12 277 93
12 302 92
12 377 34
12 322 12
12 201 7
12 378 16
12 393 77
12 225 9
12 331 43
12 259 20
12 260 98
12 198 40
13 351 25
13 260 97
13 344 47
13 302 48
13 305 19
14 309 67
14 291 21
14 282 70
14 260 65
14 386 19
14 220 97
14 353 21
14 379 78
14 345 7
14 215 94
14 239 85
15 276 54
15 279 9
15 315 91
16 202 48
16 293 21
16 281 79
16 245 4
16 209 2
16 277 11
16 384 14
17 379 41
17 311 30
17 382 7
17 340 10
17 365 27
17 383 74
17 386 66
18 382 97
18 370 45
18 253 6
18 282 53
18 390 38
18 239 95
18 385 23
18 300 66
18 243 35
18 394 63
18 246 75
18 207 94
19 230 14
19 379 34
19 314 1
19 343 22
19 272 91
19 256 54
19 249 34
19 219 28
20 327 51
20 229 20
20 302 45
20 391 93
20 275 46
21 232 38
21 211 6
21 357 27
21 223 90
21 284 64
22 301 55
22 224 92
22 231 24
22 281 54
23 303 80
23 376 61
23 200 89
23 210 33
23 229 16
23 374 13
23 390 69
23 347 82
23 326 86
23 266 17
23 392 29
23 291 7
23 324 97
24 328 80
24 322 41
24 240 9
24 221 15
24 374 56
24 393 92
24 358 47
24 309 16
24 265 78
24 229 99
24 380 12
25 378 8
25 203 1
25 386 90
25 275 96
25 288 75
25 310 71
25 385 8
26 341 83
26 237 71
26 255 59
26 315 53
26 198 39
26 322 32
26 199 59
26 323 38
27 361 22
27 214 59
27 315 68
27 230 34
27 283 29
27 351 65
27 312 39
27 258 41
27 200 25
27 251 86
28 388 81
28 308 49
28 365 99
28 224 1
28 340 77
28 390 38
28 384 3
28 355 62
28 249 77
28 373 26
28 280 16
28 300 23
28 228 72
28 288 8
29 320 16
29 220 9
29 250 45
29 392 36
29 233 38
29 362 28
30 213 3
30 263 76
30 251 55
30 292 18
30 247 70
30 272 87
30 215 48
30 285 45
31 300 71
31 295 47
31 347 68
31 323 60
31 284 65
32 253 11
32 326 93
32 209 22
32 363 8
32 290 83
32 382 93
32 329 21
33 199 51
33 290 77
34 245 55
34 333 34
34 374 23
34 198 98
34 285 86
35 223 61
35 207 18
35 350 20
35 356 20
35 286 4
35 295 3
35 335 97
35 281 84
35 232 6
35 221 93
35 198 82
35 328 30
36 360 89
36 375 90
36 229 57
36 362 90
37 381 31
37 265 57
37 270 56
37 311 58
37 278 62
37 248 15
37 250 93
37 200 2
37 382 62
37 224 43
38 305 17
38 256 76
38 212 25
38 332 22
38 321 22
38 314 94
38 329 72
39 361 2
39 228 86
39 269 27
39 279 52
39 256 27
39 294 65
39 306 57
39 212 68
39 266 27
39 249 88
40 265 28
40 301 26
40 209 53
40 275 5
40 299 30
40 291 93
40 348 86
41 306 25
41 234 76
41 293 67
41 348 41
41 254 25
41 350 47
42 360 25
42 380 19
42 390 57
42 311 61
42 244 86
42 243 21
42 297 59
42 199 83
42 288 72
42 309 87
42 211 57
42 214 88
42 367 5
