257 987
1 136 6
1 223 71
1 232 96
1 256 43
1 195 33
1 140 31
1 182 67
1 171 84
2 205 4
3 191 24
3 197 53
4 169 98
4 183 45
4 231 59
4 180 40
4 162 17
4 152 94
4 163 98
4 210 11
4 242 77
4 201 22
4 196 35
4 150 70
4 137 82
4 171 60
4 218 72
5 187 65
5 202 95
5 223 84
5 130 58
5 239 2
5 185 34
5 242 52
5 155 11
5 217 47
5 219 29
5 129 59
5 231 71
6 170 72
6 146 18
6 141 24
6 167 67
6 235 72
6 236 52
6 171 57
6 212 49
6 184 4
6 180 65
6 256 84
7 183 56
7 239 75
7 160 90
7 189 22
8 131 89
8 139 74
8 210 71
8 169 2
8 147 14
8 196 82
9 196 60
9 146 65
9 242 71
9 198 1
9 204 46
9 220 22
9 200 19
9 152 47
9 189 34
9 251 13
9 201 12
9 183 58
10 241 23
10 160 27
10 193 93
10 176 54
10 141 55
10 131 62
10 151 18
11 229 26
11 184 11
11 203 69
11 211 1
11 224 12
11 172 29
11 217 83
11 247 12
11 149 12
11 176 62
11 151 36
11 208 76
12 228 28
12 218 46
12 252 89
12 230 12
12 136 52
12 221 52
13 233 67
13 227 27
13 190 30
13 166 38
13 235 3
13 134 69
13 229 53
13 204 73
13 163 97
13 157 52
13 145 63
13 173 29
14 225 36
15 167 20
15 245 9
15 238 83
15 176 88
15 240 71
15 162 91
15 168 64
15 203 60
15 179 71
15 233 62
15 140 10
16 199 7
17 134 85
17 167 98
17 171 36
17 248 83
17 130 13
17 252 34
17 166 15
17 233 41
17 218 2
18 245 87
18 172 36
18 244 88
18 148 87
18 135 9
18 163 99
18 170 48
18 132 39
18 256 31
18 213 31
18 242 48
18 155 83
18 174 27
19 200 17
19 187 68
19 244 45
19 245 57
19 130 19
19 252 21
19 177 87
19 158 92
19 134 95
19 216 64
19 151 21
19 235 31
19 131 18
19 140 71
19 223 17
20 130 89
20 140 85
20 149 19
20 194 49
20 253 87
20 247 34
20 182 32
20 184 72
20 173 95
20 198 1
