874 3403
1 681 31
1 753 49
1 754 72
1 525 38
1 565 66
2 635 22
2 483 86
2 712 52
2 664 45
2 708 54
2 567 46
2 520 27
2 484 46
2 848 80
2 551 76
2 652 21
2 650 99
2 557 92
2 819 45
3 451 62
3 669 7
3 471 54
3 525 68
3 578 26
3 522 10
3 599 94
3 789 11
4 808 11
4 570 72
4 585 65
4 554 36
4 523 37
5 458 50
5 463 92
5 658 16
5 726 72
5 833 96
5 619 62
6 860 26
7 711 2
7 750 45
7 706 57
7 546 49
7 803 34
7 705 17
7 845 83
8 638 36
8 468 89
8 740 37
8 523 70
8 492 53
8 477 53
8 714 16
8 551 6
8 759 50
9 527 77
9 775 80
9 871 47
9 857 28
9 841 71
9 836 12
9 682 75
9 530 79
9 626 80
9 867 19
9 705 10
9 861 77
9 468 54
10 684 64
11 688 5
11 702 24
11 690 38
11 490 66
11 861 44
11 744 18
11 838 50
11 751 5
11 821 34
11 524 9
12 519 26
12 841 58
12 860 21
12 818 74
12 612 2
12 511 13
12 696 82
12 788 22
13 639 44
13 729 42
13 784 38
14 739 91
14 711 50
14 516 34
14 853 54
14 863 89
14 652 69
14 874 77
14 730 69
14 713 16
14 657 8
14 663 7
15 736 82
16 811 25
16 658 32
16 558 46
16 474 16
16 754 86
16 617 71
16 600 88
16 563 99
16 641 73
17 531 46
17 787 38
18 533 2
18 599 13
18 508 90
18 834 2
18 792 77
18 820 68
18 625 36
18 587 88
19 860 33
19 763 12
19 606 26
19 524 13
19 802 74
19 680 4
19 622 12
19 634 54
20 751 48
20 679 72
20 759 35
20 568 19
20 586 2
20 519 20
20 692 76
20 467 96
20 565 42
20 576 56
20 585 96
20 749 95
20 804 50
21 740 55
21 665 42
21 635 65
21 552 46
21 586 13
21 704 32
21 532 41
21 790 99
21 519 68
21 661 99
21 866 2
21 826 80
22 742 19
22 668 73
22 689 71
22 795 98
22 816 20
22 444 71
22 555 12
22 654 74
23 762 17
23 840 41
23 451 28
23 864 38
24 762 28
24 692 36
24 486 82
24 440 37
24 791 94
25 868 59
25 741 22
26 605 71
26 566 40
26 473 38
26 805 78
26 711 69
26 835 61
26 598 67
26 536 62
26 576 71
26 634 71
26 724 55
27 674 79
27 750 72
27 656 34
27 643 39
27 742 83
27 687 46
27 553 5
27 632 97
27 778 22
27 669 84
27 538 84
27 596 22
27 562 34
27 645 15
28 470 15
28 659 27
28 513 18
28 770 76
29 438 50
29 808 4
29 522 5
29 666 9
29 780 78
29 514 30
29 719 40
29 693 81
29 822 95
30 701 3
30 691 38
30 577 53
30 629 10
30 525 41
30 817 4
30 705 61
30 672 61
31 681 55
31 752 4
32 830 89
32 810 53
32 465 37
32 751 33
33 504 97
33 738 38
33 565 37
33 751 86
33 501 19
33 739 5
33 486 63
33 824 54
33 741 34
34 864 49
34 737 85
34 666 22
34 842 67
34 735 51
34 684 70
34 552 93
34 843 5
