534 2124
1 310 74
1 381 43
1 342 67
1 370 11
1 476 13
1 376 33
1 445 7
1 284 5
1 510 35
1 508 45
1 304 77
2 287 65
2 418 91
2 450 28
3 489 93
3 295 63
3 464 74
3 322 8
3 334 19
3 498 51
3 457 61
3 436 33
3 511 18
3 501 94
3 474 28
3 416 22
4 508 25
4 394 16
4 337 13
4 402 46
4 372 82
4 294 31
4 380 8
4 468 43
4 434 68
4 490 14
5 382 24
5 302 66
5 287 11
5 363 96
5 429 88
5 508 75
6 426 16
6 364 85
6 328 74
6 301 77
6 410 67
6 451 59
6 342 37
6 381 70
6 347 36
6 458 93
6 441 54
6 393 1
6 509 83
6 437 41
6 297 25
7 269 72
7 382 82
7 502 91
7 440 8
7 450 91
7 392 91
7 338 88
8 323 63
9 370 46
9 475 57
9 300 48
9 478 60
9 362 79
10 270 39
11 316 9
11 319 97
11 376 23
11 474 62
11 518 85
11 420 18
11 328 33
11 526 20
11 482 51
11 456 54
11 294 65
11 308 78
11 515 42
11 460 11
11 353 88
12 285 77
12 516 8
12 462 59
12 336 28
12 335 89
12 302 51
12 294 83
12 317 19
12 513 88
12 338 97
12 349 83
13 348 27
13 403 22
13 364 28
13 435 20
13 391 19
13 526 99
13 388 58
13 512 31
14 329 27
15 349 96
15 379 31
15 459 38
15 444 97
15 416 23
15 519 92
15 282 53
15 359 32
16 389 37
16 380 43
16 460 14
16 346 50
16 468 78
16 450 75
16 282 69
16 292 50
16 326 88
17 448 33
17 338 89
17 461 88
17 445 26
17 346 78
17 359 35
17 394 65
17 452 2
17 523 90
17 340 11
17 376 92
17 447 31
17 491 36
18 381 66
18 491 20
18 411 11
18 392 83
18 412 92
18 333 47
18 498 69
19 440 62
19 280 5
19 503 97
19 477 98
19 518 52
19 357 82
19 457 45
19 343 83
19 374 34
19 487 49
19 483 47
19 368 59
19 485 70
19 278 30
20 281 66
20 365 68
20 324 43
20 392 2
20 370 18
20 371 95
20 467 72
20 504 96
20 529 33
21 511 81
21 307 60
21 424 1
21 414 2
21 528 76
21 532 93
21 469 39
21 433 94
21 448 83
21 477 22
