653 2595
1 485 65
1 594 96
1 422 9
1 581 87
1 645 59
1 650 74
1 567 2
2 438 94
2 471 53
2 613 45
2 521 93
2 397 53
2 588 30
2 575 46
2 454 48
2 622 16
2 634 91
3 584 17
3 366 41
3 419 51
3 384 26
3 527 26
3 525 79
3 519 4
3 554 35
3 626 26
3 553 69
4 387 76
4 422 71
4 617 32
4 560 18
4 412 34
4 486 9
4 546 17
4 438 16
4 377 97
4 612 13
4 607 57
4 626 98
5 423 82
5 415 37
5 460 97
5 449 59
5 377 27
5 486 31
5 583 88
5 389 60
5 597 91
6 392 89
6 536 55
6 548 3
6 542 71
6 447 13
7 340 51
7 569 13
7 539 40
7 517 17
7 552 6
7 425 52
8 625 33
8 342 6
8 369 25
8 463 24
8 415 22
9 534 28
9 408 59
9 466 44
9 411 13
9 332 30
9 596 51
10 386 3
10 431 34
10 576 18
10 394 59
10 351 15
10 652 29
11 522 67
11 551 53
11 350 73
11 517 47
11 597 66
11 426 77
11 635 87
11 364 17
12 394 29
12 436 47
13 652 21
13 635 57
13 489 5
13 434 76
13 334 81
13 349 8
13 495 5
13 595 66
13 389 76
13 341 12
13 580 74
13 452 38
13 543 99
13 600 71
14 397 45
15 647 47
15 471 62
15 493 38
15 554 52
15 599 69
15 565 53
15 400 53
15 646 37
15 506 84
15 520 73
15 642 63
16 497 32
16 365 6
16 398 66
16 629 29
16 363 38
16 598 7
16 454 92
17 651 81
17 568 38
17 372 87
17 510 9
17 383 54
17 417 70
17 507 95
17 625 29
17 551 52
17 628 82
18 564 3
18 455 54
18 376 29
18 577 54
18 596 3
19 380 2
19 397 19
19 415 16
19 441 49
20 482 64
20 506 60
20 456 93
20 546 67
20 630 21
20 508 21
20 476 4
21 536 18
22 564 75
22 405 99
22 426 99
22 637 48
22 497 74
22 509 67
22 385 46
22 429 19
23 532 33
23 523 57
23 554 39
23 555 9
23 368 68
24 475 57
24 360 40
24 621 2
24 545 71
24 384 34
24 462 30
24 536 44
24 412 10
24 543 30
24 330 4
24 580 48
24 524 14
24 530 88
24 443 42
24 402 32
25 649 87
25 532 71
25 390 66
25 544 87
25 624 50
25 477 53
26 551 20
26 525 30
26 338 52
26 640 35
26 347 29
26 604 86
26 613 83
26 605 36
26 554 70
26 504 44
26 642 79
26 360 7
26 443 81
26 539 8
27 479 21
27 364 91
27 355 96
27 646 87
27 537 90
27 633 59
28 638 8
28 508 46
28 639 95
28 345 52
28 410 34
28 528 86
28 348 26
28 492 14
28 478 31
28 344 62
28 652 91
28 401 51
29 347 58
29 372 15
29 476 38
29 516 11
30 584 49
30 379 36
30 353 5
30 346 43
30 542 61
30 409 74
30 613 60
31 538 60
31 380 68
31 352 7
31 516 7
31 632 35
31 594 12
31 633 95
31 634 74
31 540 79
31 484 97
31 327 91
32 520 45
33 583 73
33 389 35
33 353 1
33 624 2
34 369 43
34 469 61
35 433 69
35 542 5
35 493 8
35 511 53
35 607 29
36 545 49
