371 1487
1 333 28
1 351 96
1 231 43
1 362 14
1 368 73
1 285 93
1 236 89
1 211 84
2 194 11
2 267 89
2 334 88
2 192 57
2 314 58
2 310 41
2 278 44
2 294 5
2 266 46
2 339 99
3 258 10
3 353 44
3 350 60
4 270 65
4 226 92
4 240 96
4 233 82
4 343 46
4 321 97
4 262 74
4 306 95
4 327 87
5 263 1
5 307 16
5 343 59
5 212 73
5 235 6
5 349 21
5 346 63
5 253 12
5 211 56
6 357 48
6 325 19
7 319 33
7 302 65
7 226 21
7 336 40
7 371 45
7 207 97
7 212 3
7 202 49
7 352 81
7 186 17
7 317 60
7 278 1
7 327 78
7 231 48
7 189 63
8 355 4
8 304 47
8 332 32
8 193 28
8 270 96
9 188 16
9 307 88
9 267 24
9 216 88
9 361 72
10 190 97
10 328 84
10 333 36
10 300 24
10 317 42
11 293 34
11 302 43
11 356 61
11 262 25
12 301 28
12 277 99
12 282 72
12 307 56
12 212 37
12 306 48
12 280 95
12 304 25
13 200 14
13 227 70
13 270 41
13 211 15
13 317 80
13 275 25
13 268 43
13 300 17
13 291 17
13 254 80
13 341 29
13 218 52
13 342 4
14 210 44
15 202 41
15 333 33
15 275 67
15 309 47
16 308 13
16 371 66
16 228 26
16 233 40
16 263 82
16 365 17
17 253 39
17 281 53
17 333 21
17 307 63
17 242 32
17 270 90
17 362 94
17 286 79
17 249 1
17 275 91
17 371 75
17 334 53
18 187 47
18 197 57
18 288 17
19 252 60
19 330 92
19 266 7
19 258 26
19 268 54
19 195 14
19 344 10
19 191 22
19 366 84
20 263 58
20 228 40
20 350 88
20 239 89
20 282 35
20 313 29
21 195 98
21 292 74
21 219 88
21 347 25
22 207 75
22 295 28
22 347 5
22 299 80
22 334 84
22 312 26
23 256 85
23 297 49
23 269 51
23 306 12
23 352 69
23 305 88
23 285 85
23 254 11
24 271 31
24 360 53
24 302 74
24 247 20
24 371 14
24 284 28
24 244 3
24 207 30
24 296 32
24 317 37
24 238 5
24 269 92
24 326 2
24 187 5
25 260 45
25 276 71
25 258 92
25 244 1
25 334 64
25 292 23
25 268 82
25 196 89
25 250 55
25 267 13
25 199 22
25 338 99
25 331 68
25 293 65
25 369 59
26 369 10
26 245 15
26 247 70
26 296 54
26 304 78
26 288 59
26 285 81
26 258 55
26 295 79
26 237 60
27 188 60
27 202 22
27 260 46
27 201 95
27 301 67
27 295 75
27 274 92
27 232 24
27 262 81
27 226 5
27 291 79
28 189 20
28 349 68
28 237 24
28 352 63
28 358 29
28 317 41
29 285 97
29 299 62
29 196 97
29 240 14
29 209 60
29 264 38
29 263 70
29 248 22
30 362 22
30 371 35
30 321 39
30 283 24
30 338 45
30 265 64
30 365 17
30 252 14
30 269 40
30 229 5
30 243 1
30 246 36
31 260 93
31 328 88
31 325 37
31 369 30
31 292 76
31 326 87
31 236 60
31 305 79
31 272 90
32 324 47
32 226 46
32 261 91
32 192 50
32 205 19
32 363 83
32 223 92
32 217 81
32 211 47
32 271 1
32 232 84
32 277 75
32 194 74
33 295 46
33 355 41
33 247 53
33 285 1
33 274 36
33 228 41
33 225 62
34 308 6
35 255 29
35 267 20
35 342 62
35 294 92
35 292 47
35 242 10
35 285 25
35 344 67
36 298 38
36 190 73
36 359 77
36 343 91
36 260 32
36 232 75
36 197 88
36 217 48
36 357 73
36 208 26
36 213 80
36 237 24
37 272 32
37 369 93
37 342 4
37 361 16
37 206 61
37 260 20
37 282 42
37 187 95
37 254 77
37 256 76
38 293 51
38 327 20
38 246 17
38 288 84
38 340 19
38 214 27
38 319 29
38 305 58
38 235 72
39 290 74
39 368 68
39 276 15
39 211 9
39 227 28
39 262 7
39 196 84
39 239 43
39 356 71
39 281 53
39 232 6
39 310 27
39 367 11
39 345 60
40 303 38
40 222 73
40 287 35
40 269 17
40 234 47
40 296 32
40 308 27
40 289 67
40 236 29
40 338 90
40 276 62
40 323 22
41 203 57
41 365 74
41 265 47
41 304 57
41 268 61
41 286 19
41 345 16
41 270 54
41 366 7
42 369 56
42 271 18
42 320 84
42 270 75
42 346 9
42 246 76
42 355 77
42 332 71
42 272 43
42 336 71
42 222 49
42 363 41
43 221 60
43 186 79
43 246 12
44 265 83
44 226 10
44 244 82
44 322 26
44 311 45
44 267 7
44 221 39
44 362 24
44 201 47
44 300 6
44 228 49
44 266 11
44 350 95
45 228 14
45 331 91
45 271 86
46 348 12
46 223 56
46 314 54
46 361 82
46 355 56
46 316 51
46 236 41
46 335 38
46 353 55
46 188 50
46 234 96
46 268 86
46 267 19
47 282 13
47 266 81
47 230 97
47 308 95
48 244 36
49 284 73
50 331 51
50 317 37
50 313 89
50 251 10
50 192 1
50 358 18
50 189 93
50 321 38
51 321 69
51 223 59
51 269 66
51 317 81
51 322 57
51 236 51
52 192 85
52 260 38
52 303 84
52 240 6
52 360 96
52 339 55
52 217 33
53 226 69
53 355 44
53 269 71
53 360 95
53 292 10
53 326 52
53 213 5
53 331 34
53 250 25
53 314 52
53 354 15
53 230 60
54 250 40
54 229 40
54 349 49
55 348 22
55 319 47
55 230 54
55 328 65
55 337 62
56 366 13
56 232 71
56 371 78
56 355 88
56 258 68
56 229 39
56 292 36
56 364 34
56 285 75
56 353 97
56 211 92
57 275 98
57 201 80
58 303 41
58 294 82
58 263 92
59 188 18
59 339 14
60 220 90
61 216 65
61 326 88
61 262 5
61 307 45
61 362 8
61 270 51
61 287 21
61 203 17
61 325 11
61 366 36
62 327 16
62 229 38
62 258 52
62 206 32
62 208 92
63 316 20
63 246 97
63 225 66
63 206 82
63 259 28
63 334 71
63 209 16
63 230 70
63 210 58
63 339 28
63 308 59
63 335 17
63 348 80
63 359 99
63 198 58
64 324 56
64 304 5
64 339 33
64 356 63
64 187 99
65 251 74
65 312 9
66 322 27
67 341 70
67 348 37
68 191 47
68 370 22
68 351 25
68 349 98
68 248 60
68 345 59
69 196 40
69 252 67
69 299 88
69 284 22
69 318 85
69 245 27
69 320 36
69 333 86
70 349 19
70 192 49
70 233 18
70 269 46
70 277 18
71 239 48
71 224 35
71 360 41
71 300 18
71 366 53
71 285 79
71 201 12
71 309 5
71 313 89
71 254 33
71 332 19
72 310 12
72 356 71
72 370 96
72 297 46
72 224 80
72 341 49
72 314 91
72 237 72
72 225 98
72 257 68
72 241 20
72 327 50
73 350 91
73 323 77
