252 1016
1 191 97
1 136 68
1 230 60
1 229 45
1 231 86
1 233 62
1 193 80
1 217 38
1 145 54
1 132 69
1 169 22
1 235 35
1 194 7
1 212 37
1 243 25
2 134 60
2 192 80
2 133 32
2 208 54
2 214 5
2 203 10
2 181 31
2 234 58
2 217 5
2 190 39
3 140 10
3 240 84
3 228 39
3 209 83
3 199 39
4 248 90
4 202 24
4 163 40
4 164 6
4 175 58
4 136 85
4 215 30
4 194 1
4 229 14
4 131 73
4 158 90
4 137 20
4 198 84
4 249 5
5 196 75
5 166 98
5 194 12
5 175 47
5 182 16
5 192 72
5 161 8
5 240 45
5 208 86
5 248 6
5 138 42
5 167 66
5 180 11
6 170 56
6 176 7
6 222 76
6 244 78
6 198 41
6 137 54
6 206 16
6 165 79
6 211 98
6 182 95
6 171 2
6 140 79
6 238 39
7 149 30
7 223 80
7 146 18
7 193 80
7 175 15
7 197 89
7 200 47
7 161 53
7 160 29
8 178 40
8 214 98
9 208 37
9 168 23
9 163 11
9 221 31
9 146 46
9 141 37
9 252 34
9 214 64
9 234 91
9 167 74
9 207 74
10 231 94
10 242 38
10 127 95
10 235 49
10 245 65
10 138 69
10 179 26
11 167 77
11 185 4
11 152 10
11 245 68
11 227 76
11 147 42
12 156 28
12 135 27
12 142 6
12 206 91
12 192 52
12 237 20
12 175 58
12 251 28
12 250 66
12 213 77
12 151 41
13 238 19
13 167 43
13 183 84
13 191 33
13 142 61
13 197 61
13 207 37
13 199 87
13 179 65
13 168 56
13 131 85
13 251 80
13 165 85
13 174 65
14 143 24
14 170 78
14 247 27
15 159 51
15 222 37
15 205 88
15 219 69
15 214 47
15 141 69
15 193 4
15 182 19
15 244 31
15 130 43
15 187 12
15 239 72
15 180 16
15 190 46
16 144 29
16 221 60
16 181 55
16 212 31
16 203 22
16 154 84
16 209 92
17 227 17
17 201 43
17 194 72
17 198 81
17 128 11
17 233 86
17 131 42
17 219 47
17 152 21
18 143 26
18 159 29
18 201 41
18 221 32
18 176 77
18 141 29
18 216 89
18 196 72
18 245 71
18 136 74
18 145 80
19 227 15
19 244 30
19 133 18
19 174 26
19 242 15
19 162 49
19 175 10
19 131 57
19 139 21
20 244 31
20 140 35
20 200 3
20 248 93
20 181 34
20 143 35
20 150 94
20 182 16
20 192 88
20 213 37
20 214 83
20 173 61
20 195 72
20 127 11
21 137 18
22 191 82
22 140 32
22 217 84
22 218 69
22 183 99
22 249 70
22 223 82
22 136 59
23 185 48
23 142 5
23 184 78
23 230 86
23 215 25
23 131 47
23 163 66
23 209 61
23 208 76
23 228 85
23 206 26
23 212 89
24 173 90
24 189 26
24 196 48
24 184 97
24 236 42
24 180 35
24 221 73
24 190 83
24 174 35
25 151 91
25 239 20
25 193 42
25 251 20
25 159 99
25 153 43
25 210 83
25 204 65
25 172 40
25 175 58
25 217 50
25 167 48
25 135 75
26 251 55
26 169 89
26 239 55
26 238 49
26 171 69
26 155 69
26 184 22
26 229 75
26 244 7
26 220 76
26 154 46
26 148 21
26 139 28
27 167 57
27 158 83
27 138 86
27 157 27
27 159 64
27 243 97
28 132 99
28 131 25
28 183 57
29 151 85
29 181 37
29 167 66
29 209 26
29 149 4
29 188 83
29 200 96
29 237 36
29 138 27
29 234 76
29 204 42
29 129 15
29 208 71
29 219 58
30 201 42
30 158 93
31 131 66
32 191 5
32 234 62
32 131 59
32 144 84
32 205 43
32 136 95
32 228 98
32 246 72
32 229 86
32 164 99
32 235 78
33 173 13
33 131 93
33 129 52
33 188 49
33 220 51
33 137 98
33 132 5
34 178 19
34 154 82
34 158 44
34 186 66
34 206 38
34 136 78
34 201 71
34 193 50
34 232 70
34 200 79
34 226 13
35 178 85
35 166 25
35 212 44
35 200 34
35 163 98
35 134 93
35 130 37
35 139 65
35 213 72
35 207 42
35 135 41
35 226 68
35 251 53
35 148 17
35 208 83
36 217 19
36 202 23
36 234 33
36 148 24
36 252 92
36 171 64
36 159 73
36 163 54
36 198 24
37 196 11
37 187 22
37 161 38
37 140 24
37 155 80
37 191 13
37 236 93
37 130 26
38 171 20
39 152 60
39 213 2
39 133 74
39 246 34
39 252 79
39 223 95
39 146 59
40 187 13
40 184 85
40 180 26
40 250 62
40 229 77
40 157 15
40 219 90
40 205 50
41 134 54
42 175 60
43 217 48
43 196 17
43 187 46
43 204 86
43 178 48
43 193 12
43 232 71
43 161 21
43 142 23
43 145 76
43 201 55
43 159 13
43 176 84
43 147 59
44 132 49
44 171 16
45 144 48
45 143 93
45 137 15
45 132 10
45 142 84
45 190 44
45 185 38
45 235 64
46 239 80
46 236 79
46 249 48
46 252 92
46 248 47
46 183 96
46 187 32
46 143 88
47 168 69
47 201 21
47 156 65
47 166 76
47 151 79
47 172 33
47 232 12
47 217 90
48 233 4
48 199 14
48 190 56
48 247 19
48 215 5
48 198 99
48 158 1
48 234 66
49 191 13
49 171 61
49 141 66
49 245 97
49 211 35
49 174 45
49 159 76
49 148 5
49 201 79
50 231 81
50 241 7
50 131 69
50 194 63
50 216 79
51 159 73
51 230 27
51 245 45
51 218 66
51 163 43
51 225 64
51 244 94
51 129 73
51 242 36
51 175 16
51 241 82
52 181 24
52 217 7
52 202 71
52 234 87
52 204 19
53 154 60
53 208 80
53 198 79
53 248 82
54 140 79
54 144 86
54 157 31
54 180 34
54 215 54
54 245 25
54 194 44
54 249 60
54 244 97
54 165 98
54 181 26
54 242 43
55 225 28
55 135 24
55 168 40
55 127 30
55 209 73
55 181 38
55 252 57
55 170 36
55 240 71
55 146 40
55 200 25
55 155 50
55 134 16
55 180 11
56 189 39
56 141 5
56 213 18
56 234 60
