236 856
1 214 79
1 226 58
1 162 88
1 190 89
1 209 17
1 195 5
1 154 52
2 156 79
2 134 32
2 222 85
2 209 29
2 210 99
2 203 93
2 205 29
2 121 76
2 175 91
2 227 81
2 150 45
2 155 37
2 125 25
2 164 21
2 146 90
3 147 9
3 223 80
3 127 99
4 134 93
4 166 1
5 233 74
5 211 47
5 203 97
5 174 38
5 163 30
5 128 1
5 140 60
6 136 19
6 162 78
6 231 3
6 145 58
6 170 54
6 194 26
6 226 43
6 137 21
6 201 34
6 202 47
6 140 31
6 197 88
6 229 60
6 217 8
7 169 18
7 198 43
7 141 64
7 161 89
7 222 72
7 187 51
7 142 97
8 226 89
8 199 50
8 234 9
8 125 89
8 147 24
8 160 4
8 229 78
8 153 32
8 132 34
8 230 48
8 130 98
9 213 99
9 182 33
9 158 11
10 162 98
10 165 89
10 231 24
10 172 91
10 211 11
10 122 82
10 230 99
10 155 57
10 123 61
10 201 50
10 224 12
11 130 33
11 186 93
11 138 56
11 131 5
11 155 34
11 207 48
11 205 57
11 228 50
11 172 63
11 161 30
11 147 28
11 197 94
12 216 68
12 224 31
12 155 23
12 150 65
12 222 89
12 196 99
12 122 99
12 136 32
12 143 88
12 214 28
13 224 96
13 223 20
13 122 53
13 206 40
13 143 98
13 195 62
13 124 68
14 218 98
14 183 32
14 210 89
14 235 59
14 219 78
14 124 90
14 214 10
15 193 22
15 227 28
15 123 99
15 202 1
15 212 42
15 126 50
15 143 69
16 119 81
17 216 70
17 147 95
17 213 56
17 231 60
17 162 87
17 161 17
17 144 11
17 219 57
17 220 61
17 218 18
17 224 23
17 160 6
18 202 96
18 142 37
18 223 51
19 132 93
19 156 49
19 167 94
19 216 81
19 218 64
20 179 97
20 152 39
20 210 36
20 140 89
20 198 40
20 216 13
20 234 44
20 206 62
20 169 1
21 213 98
21 197 90
21 223 39
21 140 58
21 168 16
21 210 50
21 119 58
21 232 84
21 179 38
21 152 74
21 198 51
21 157 87
22 188 75
22 139 28
22 228 41
22 229 55
22 199 84
22 162 14
22 236 85
22 165 76
23 171 6
23 128 52
23 187 47
24 139 69
25 138 6
26 190 84
26 215 32
26 222 60
26 165 66
26 181 21
26 236 75
26 130 73
26 201 49
26 182 57
26 166 62
26 194 27
26 223 84
26 131 48
26 146 81
27 171 86
27 198 93
27 128 10
27 196 11
27 207 21
27 124 30
27 126 77
27 216 22
27 167 11
28 171 94
28 131 34
28 217 55
28 207 99
28 137 59
28 212 86
28 189 94
29 219 47
29 172 44
29 132 69
29 125 53
29 139 31
29 217 19
29 146 98
29 135 19
29 232 18
29 160 99
29 179 78
30 143 39
30 173 19
31 161 66
31 130 15
31 163 71
32 221 37
32 183 32
32 207 98
32 124 82
32 235 96
32 184 41
33 220 27
33 212 40
33 186 28
33 176 62
33 129 21
33 179 65
33 184 32
33 208 65
33 236 76
33 185 15
33 121 63
33 175 63
33 227 15
33 214 83
34 175 16
34 224 95
35 146 51
35 194 68
35 201 95
35 164 91
35 206 92
35 210 21
35 163 52
36 133 38
36 130 4
36 166 45
36 120 80
36 192 63
36 218 19
36 163 68
36 159 60
36 165 4
36 220 97
37 185 7
37 196 17
37 201 30
37 135 25
37 212 68
37 127 97
37 225 33
38 126 86
38 193 53
38 196 24
38 186 63
38 129 76
38 192 56
38 156 51
38 160 31
39 166 56
39 217 41
39 203 80
40 211 30
40 169 86
40 197 6
40 188 48
40 170 6
40 120 87
40 219 90
40 127 59
40 186 76
40 202 85
41 174 68
41 220 46
41 187 9
41 229 54
41 184 59
41 188 65
41 197 9
41 222 66
41 221 85
42 171 71
42 216 82
42 122 71
42 164 63
42 154 5
42 176 40
42 145 97
42 229 88
43 136 62
43 203 48
43 210 94
43 145 49
43 123 8
43 184 77
43 161 87
43 125 31
43 124 17
44 193 92
44 125 58
44 230 12
44 232 42
44 192 34
44 209 10
44 206 22
45 189 47
45 215 18
45 138 8
45 217 15
45 133 9
45 229 17
46 208 90
46 166 42
46 192 65
46 184 70
47 143 70
47 194 98
47 136 59
47 173 24
47 207 1
47 128 9
47 160 8
47 225 99
47 119 29
48 190 11
48 216 82
48 171 37
48 122 61
49 178 68
49 221 21
49 167 24
49 192 42
49 185 73
49 127 51
50 165 54
50 155 44
51 195 37
51 153 72
51 215 50
51 212 17
51 231 87
51 170 33
51 177 82
51 218 80
51 168 45
51 221 57
51 199 52
52 179 84
52 189 38
52 187 8
52 184 88
52 120 71
52 165 93
53 176 91
53 203 49
54 235 5
54 119 43
54 179 6
54 188 98
54 208 39
54 137 11
54 222 57
54 169 39
54 126 93
54 128 85
54 144 74
54 151 18
55 158 90
55 189 11
55 190 26
56 202 33
57 183 26
57 229 10
57 138 7
57 185 14
57 122 76
58 154 25
58 176 19
58 185 83
58 213 53
58 131 30
58 225 52
58 232 24
58 170 61
58 178 33
58 157 52
58 217 48
58 123 81
59 236 3
59 149 50
59 158 2
59 169 32
59 163 73
59 154 11
60 198 7
60 212 30
60 175 93
60 173 88
60 119 95
60 179 70
61 127 40
61 215 62
61 231 74
61 184 12
61 233 74
61 226 62
61 219 62
62 221 87
62 149 78
62 234 72
62 156 79
62 155 24
62 206 22
63 151 45
63 210 9
63 133 58
63 197 34
63 123 78
63 184 61
63 199 33
63 217 27
63 134 36
63 195 88
63 147 60
63 173 25
63 193 2
64 128 52
64 158 99
64 130 1
64 164 83
64 180 83
64 162 36
64 199 24
64 163 14
64 151 14
64 228 68
64 133 78
65 190 12
65 164 86
65 127 70
65 172 90
65 126 61
65 236 4
65 195 30
65 218 70
66 202 77
66 158 10
66 175 29
66 224 2
66 165 48
66 235 96
66 215 16
67 205 28
67 172 62
67 145 44
67 200 4
67 212 73
67 227 14
67 223 86
67 228 73
67 162 10
67 136 63
67 224 86
67 177 95
67 141 89
68 183 44
68 230 99
68 153 9
68 209 32
68 199 41
68 188 80
68 147 22
68 215 91
68 211 90
69 162 43
69 236 65
69 208 33
70 192 58
70 234 90
70 201 48
70 185 91
70 162 24
70 142 97
70 198 53
70 150 86
70 227 67
70 189 9
70 136 62
70 186 69
70 134 10
70 143 94
71 201 64
71 192 26
71 144 13
71 136 60
71 212 27
72 231 75
72 130 8
72 144 41
72 134 26
72 156 77
72 176 2
72 194 96
72 171 61
72 179 67
72 168 75
72 228 24
72 133 37
72 121 20
72 138 79
73 171 71
73 158 16
73 133 24
73 236 38
73 222 82
73 151 86
74 200 66
75 132 34
75 173 9
75 123 22
75 182 36
75 128 38
75 184 39
75 137 23
75 219 46
75 232 17
75 234 95
76 222 79
76 175 30
76 169 16
76 124 89
76 203 25
76 122 17
76 216 64
76 166 70
76 140 89
76 145 27
76 171 36
77 123 85
77 222 12
78 153 44
78 129 71
78 136 43
78 227 90
79 228 39
79 166 79
79 189 40
79 120 87
79 220 31
79 171 74
79 130 61
79 161 42
79 232 99
79 149 19
80 137 90
80 123 40
81 180 63
81 232 74
81 225 16
81 128 51
81 151 79
81 218 45
81 172 7
81 192 4
82 165 89
82 198 46
82 160 98
82 236 60
82 197 68
82 216 92
82 149 59
82 127 30
83 124 48
83 158 96
83 207 77
83 174 65
83 223 94
83 167 49
83 141 83
83 150 67
83 229 76
83 170 9
84 136 48
84 153 56
