164 609
1 129 65
1 107 24
1 113 20
1 140 28
1 96 58
1 114 75
1 112 89
1 87 62
1 160 27
2 153 36
2 135 18
2 87 95
2 123 54
2 124 21
2 154 69
2 161 93
2 107 77
2 157 48
2 147 3
3 106 74
3 134 7
3 125 99
3 146 50
3 117 49
3 127 22
3 100 55
3 115 95
3 110 39
3 157 36
3 155 19
3 98 75
3 119 8
3 161 61
3 156 4
4 142 27
4 134 66
4 162 71
4 158 33
4 127 31
4 108 89
4 97 73
4 106 43
5 128 78
6 156 93
6 102 83
6 160 56
6 126 11
6 96 72
6 153 52
6 132 26
6 83 7
6 143 29
6 98 61
6 114 28
7 152 84
7 94 66
7 136 74
7 133 71
7 141 6
7 163 3
7 119 80
7 127 50
7 115 27
7 102 9
7 138 61
7 159 10
7 153 35
8 162 50
8 119 93
8 101 4
8 142 23
8 153 44
8 152 17
8 109 14
9 114 2
9 141 64
10 152 21
10 160 56
10 95 65
10 107 66
10 110 44
10 137 23
11 146 87
11 155 10
12 120 12
12 108 46
12 131 47
12 160 33
12 94 19
12 105 61
12 151 91
12 141 99
12 152 28
12 101 28
12 164 9
13 86 23
13 106 16
13 161 70
14 91 32
14 164 73
14 150 21
14 123 60
14 101 79
14 110 48
14 105 4
14 92 62
14 146 12
14 132 47
15 91 27
15 156 20
15 83 46
15 149 19
15 90 7
15 127 40
15 105 59
16 158 58
16 94 63
16 141 17
16 86 97
16 109 15
16 138 62
16 126 2
16 122 32
16 111 32
16 137 12
16 157 23
16 154 17
16 110 88
17 93 5
17 161 78
17 114 48
17 122 50
17 85 24
17 97 92
17 127 45
18 143 84
18 149 43
18 151 39
18 117 7
18 157 49
18 134 34
18 145 99
18 107 7
18 86 98
18 125 16
18 98 73
18 106 93
18 146 88
19 127 69
19 149 51
19 148 60
20 91 99
20 140 73
20 131 18
20 145 11
20 101 20
20 120 29
20 139 47
20 93 36
20 96 80
20 148 46
20 153 23
20 155 43
21 144 48
21 96 71
21 101 95
21 131 94
21 154 15
21 139 94
21 88 75
21 118 15
21 86 24
21 94 10
22 107 48
22 95 80
22 113 63
22 152 94
22 97 33
22 100 17
22 159 39
22 109 30
22 102 29
23 88 20
23 152 53
23 101 18
23 163 49
23 130 77
23 114 7
23 142 81
23 146 26
23 121 55
23 162 96
23 118 3
24 154 27
24 118 4
24 92 11
25 130 57
25 138 58
25 92 27
25 142 20
25 109 79
25 87 79
25 128 93
25 85 94
25 120 37
26 89 36
26 152 89
27 160 25
27 153 37
27 127 48
27 136 25
27 159 96
27 138 30
27 109 97
27 164 50
27 132 17
27 106 4
27 107 89
27 110 31
27 137 23
27 130 18
27 96 87
28 94 34
28 106 68
29 142 20
29 134 19
29 135 21
29 104 83
29 99 44
29 124 69
29 114 6
29 83 36
29 106 6
29 98 96
29 125 60
29 108 51
29 155 35
29 151 25
30 92 17
30 156 81
30 124 60
30 159 52
30 145 70
30 148 33
30 128 2
30 162 59
31 149 66
31 115 6
31 137 76
31 122 87
31 114 8
31 156 68
32 147 28
32 94 5
32 92 3
32 109 91
32 108 45
33 111 26
33 94 75
33 127 18
33 137 15
33 85 6
33 149 81
33 90 67
33 145 43
33 164 88
34 150 90
34 87 34
34 102 38
34 135 99
34 112 82
34 97 79
35 88 72
35 137 49
35 153 62
35 114 65
35 92 18
35 142 1
35 126 67
35 156 60
35 107 52
35 99 16
35 97 8
35 146 57
35 124 62
36 125 38
36 128 9
36 113 2
36 114 94
37 145 68
37 144 6
38 134 10
38 150 50
38 160 98
38 151 67
38 118 54
38 109 71
38 137 3
38 138 90
38 117 14
38 162 69
38 98 32
38 103 68
38 135 77
38 143 6
39 85 29
39 150 95
39 94 79
39 93 42
39 125 37
39 155 74
39 86 45
39 149 59
39 138 15
39 109 66
39 151 99
39 127 98
39 139 25
39 104 5
39 163 5
40 97 79
40 109 89
41 102 40
41 128 69
41 96 93
41 155 72
41 91 29
41 130 73
41 134 82
41 125 9
41 108 94
41 99 15
41 131 11
41 104 53
42 146 91
42 131 20
42 111 48
42 128 31
42 161 52
42 134 34
42 102 42
42 83 30
43 105 59
44 131 57
44 147 94
44 163 61
44 116 51
44 119 36
44 156 33
44 84 67
44 159 56
45 123 47
45 115 97
45 153 85
45 160 34
45 86 80
45 128 92
45 155 98
45 112 83
45 143 33
45 133 99
45 90 22
45 87 96
45 104 34
45 145 43
46 158 59
46 117 34
47 127 6
47 89 23
48 135 46
48 127 51
48 156 67
48 112 72
48 124 71
48 147 63
48 92 50
48 153 30
48 108 82
48 129 75
48 109 32
49 105 22
49 98 92
49 122 41
49 133 15
49 158 52
49 88 48
49 111 17
49 136 26
49 153 20
49 115 12
49 97 28
50 109 49
50 84 47
50 155 19
50 122 35
50 85 20
50 146 33
50 121 26
51 91 14
51 153 35
51 152 28
51 162 45
51 130 14
51 126 87
51 145 17
51 102 88
51 103 74
51 154 27
51 107 23
51 125 83
51 142 50
52 123 10
52 156 24
52 119 51
52 149 11
52 98 7
52 121 81
52 143 82
52 92 81
52 147 95
53 141 43
53 156 8
53 97 85
54 144 11
54 134 18
54 151 2
