356 1373
1 352 74
1 202 64
1 354 18
2 296 74
2 284 51
2 225 45
2 302 42
2 348 92
2 281 54
2 228 87
2 258 33
2 354 63
2 285 98
3 265 48
3 344 40
3 234 96
3 314 34
3 202 34
3 321 60
3 267 84
3 266 57
3 324 31
3 277 57
3 190 78
4 196 74
4 261 89
4 270 91
4 284 56
4 181 58
4 302 71
4 289 88
4 221 86
4 318 10
5 258 82
5 267 55
5 313 3
5 276 20
5 270 56
5 287 79
5 307 52
5 221 98
5 224 38
5 214 43
5 222 20
5 194 61
5 282 13
5 182 54
6 334 92
6 206 54
6 246 22
6 263 35
6 292 53
6 209 42
6 196 81
6 284 3
6 356 44
6 208 7
7 256 40
7 354 99
7 225 61
7 313 53
8 242 85
8 338 35
8 284 82
8 265 98
8 323 47
8 180 53
9 230 16
9 337 92
9 315 37
9 281 77
9 231 78
9 333 55
9 241 9
9 180 86
9 335 19
10 355 88
10 203 38
10 274 18
10 222 62
10 315 35
10 205 98
10 308 2
10 240 36
11 314 36
11 247 36
11 229 45
11 209 29
11 310 79
11 353 12
11 267 95
11 326 80
11 337 56
11 213 18
11 355 98
11 274 13
11 319 4
11 333 60
12 195 22
12 283 15
12 333 60
12 284 39
12 321 99
12 308 18
12 293 45
12 206 57
12 241 97
13 356 33
13 200 95
13 217 84
13 201 55
13 283 69
13 311 22
13 332 38
13 203 27
13 341 55
13 223 83
13 214 98
13 179 47
13 306 63
13 184 2
13 285 24
14 185 36
14 260 81
14 323 41
14 336 96
14 349 23
14 214 38
14 227 10
14 350 73
14 205 15
14 210 28
14 228 17
14 202 3
15 210 2
15 199 96
15 219 98
15 345 84
15 220 91
15 311 78
15 331 38
15 229 12
15 304 34
16 258 95
16 201 56
16 249 27
16 335 58
16 289 18
17 194 90
17 334 44
17 328 29
17 355 6
17 179 13
17 301 59
18 240 13
18 262 36
18 353 3
19 330 19
19 224 76
19 352 48
19 252 35
19 262 60
19 309 23
19 284 22
19 310 69
19 202 28
19 191 52
19 265 20
20 311 37
20 270 30
20 238 56
20 207 99
20 243 7
21 279 68
21 236 25
21 295 89
21 284 89
21 190 40
21 233 25
21 257 14
21 203 39
21 275 6
21 265 47
21 344 66
21 335 44
22 223 10
22 348 16
22 179 58
22 183 89
22 309 65
22 337 93
22 353 80
23 321 9
23 204 43
23 265 44
23 250 78
23 182 88
23 248 12
24 223 27
24 265 29
24 242 74
24 183 39
24 353 81
24 305 61
24 253 88
24 262 30
24 213 98
25 341 44
25 197 34
25 183 23
25 284 47
25 188 62
25 223 94
25 215 62
25 195 10
25 286 30
25 220 13
26 310 57
26 266 78
26 285 60
26 226 12
26 246 94
26 242 30
27 211 71
27 209 37
27 213 76
27 186 90
27 342 64
27 336 25
27 337 46
27 188 2
27 201 77
27 340 14
27 339 96
27 312 39
28 264 1
28 322 25
28 244 86
28 324 77
28 318 14
28 349 11
28 312 71
28 337 24
28 229 67
28 233 19
28 253 31
28 206 86
29 269 46
29 356 33
29 313 15
30 242 65
30 295 32
30 230 34
30 183 67
30 262 17
30 333 80
30 212 9
30 203 10
30 303 24
30 356 13
31 231 40
31 213 35
32 251 20
32 330 87
32 344 22
32 200 69
32 317 49
32 264 98
32 254 23
32 277 10
32 180 6
32 230 27
32 337 79
32 336 64
32 289 49
33 297 41
33 246 71
33 189 63
33 244 53
33 205 6
33 232 90
33 249 44
33 209 31
33 213 11
33 318 80
33 338 70
33 348 44
34 324 47
34 197 79
34 313 59
34 315 91
34 354 15
34 199 62
34 280 65
34 311 74
34 244 76
35 334 52
35 352 36
35 228 45
35 210 49
35 322 82
35 294 88
35 356 24
35 203 24
35 283 9
36 254 39
36 262 52
36 236 69
36 346 18
37 205 76
37 337 10
37 259 46
37 220 57
37 296 19
37 219 22
37 326 95
37 336 4
37 286 10
37 258 7
37 224 52
38 340 26
38 315 2
38 188 19
38 181 64
38 232 18
38 321 90
38 211 64
38 249 14
39 201 90
39 284 72
39 272 89
39 213 35
39 294 19
39 234 4
39 303 23
39 209 3
39 240 21
39 318 7
39 323 2
39 181 41
39 327 18
39 218 74
40 270 29
40 304 3
41 294 50
41 204 46
41 248 57
41 280 44
41 242 43
41 263 78
42 324 73
42 213 42
42 251 30
42 209 92
43 314 24
43 243 80
43 228 69
43 315 60
43 332 7
43 304 19
43 262 75
43 268 38
44 202 79
44 306 46
44 224 87
44 297 75
44 257 28
44 269 54
44 192 95
44 276 20
44 346 74
44 268 96
44 284 8
44 243 65
44 273 34
44 223 51
45 277 73
45 221 16
45 203 14
45 306 71
45 253 33
45 266 21
45 269 70
45 314 12
46 224 99
46 188 47
46 295 5
47 260 26
47 223 79
47 322 43
47 220 33
47 345 61
47 308 1
47 181 83
47 298 66
47 235 80
48 347 95
48 351 83
48 206 16
48 227 75
48 224 19
48 340 4
48 281 48
48 207 24
48 219 4
48 198 76
48 321 35
49 290 64
49 280 58
49 313 72
49 193 8
50 289 53
50 349 46
50 193 35
50 251 85
50 247 54
50 331 67
50 271 67
51 301 46
51 302 40
52 255 70
52 321 2
52 220 74
52 323 53
52 221 87
52 276 14
53 312 96
53 225 25
53 218 99
54 330 54
54 285 56
54 196 89
54 326 1
55 313 39
55 221 53
55 290 30
55 264 72
55 330 47
55 233 9
55 249 23
55 306 12
56 229 41
56 279 68
56 199 7
56 292 36
57 280 80
57 217 16
58 254 65
58 335 98
58 354 12
58 353 13
58 193 29
58 247 37
58 179 76
58 325 5
58 214 17
58 245 29
58 197 95
59 234 36
59 278 90
59 315 80
59 330 11
59 189 64
59 260 4
59 335 17
60 267 18
60 328 53
60 196 7
60 179 82
60 225 56
60 290 82
60 292 20
60 289 58
60 186 23
61 292 28
61 246 29
61 244 34
61 251 68
61 296 18
61 315 7
61 225 98
61 276 31
61 331 27
61 264 87
61 183 41
62 182 28
62 287 53
63 352 25
63 179 34
63 321 36
63 333 1
63 237 77
63 269 12
63 313 18
63 239 43
63 206 2
63 343 76
63 186 64
63 337 90
64 324 18
64 314 28
64 244 9
64 214 83
64 207 42
64 301 30
64 262 93
64 197 70
64 347 14
64 205 48
64 294 76
64 356 83
64 284 61
64 270 78
64 285 30
65 277 92
65 248 50
65 324 84
65 265 77
65 224 63
65 230 88
66 327 65
66 313 28
66 306 73
66 209 46
66 335 55
66 185 5
66 216 9
66 264 41
66 288 80
66 334 26
67 308 52
67 196 70
67 199 77
67 325 99
67 347 79
68 204 89
68 292 47
68 184 84
68 331 58
68 205 48
69 310 58
69 355 39
69 206 76
69 346 58
69 286 52
69 274 39
69 219 99
69 251 81
69 306 26
69 272 92
69 203 18
69 273 99
69 258 2
70 283 3
70 191 53
70 309 99
70 298 36
70 185 37
70 201 87
70 234 26
70 318 85
71 229 29
71 308 34
71 257 22
71 264 24
71 240 14
71 288 84
71 225 78
71 315 51
72 335 3
72 352 3
72 210 99
72 307 19
72 196 15
72 287 31
72 347 26
72 247 52
72 262 15
72 279 93
72 214 16
73 282 5
73 246 27
73 268 15
73 324 88
73 278 9
73 280 53
73 231 69
73 211 75
73 199 46
73 312 79
73 254 53
73 216 10
73 295 96
73 334 33
74 311 63
74 190 29
75 226 6
75 245 55
76 279 34
76 262 39
76 238 55
76 332 21
76 351 31
76 200 23
76 307 89
76 294 18
76 295 80
76 311 86
76 282 72
76 276 28
76 304 48
77 346 21
77 297 43
77 319 71
77 187 21
77 350 58
77 282 15
78 202 46
78 277 13
78 351 71
78 191 44
78 257 9
78 310 33
78 331 71
78 293 49
78 251 93
79 345 4
79 283 86
79 310 52
79 323 2
79 185 21
79 264 96
79 302 81
80 210 55
80 261 61
80 262 83
80 195 96
80 300 91
80 290 98
80 197 90
80 348 72
80 272 83
80 206 4
81 227 19
81 188 32
82 319 33
82 226 66
82 255 26
82 342 12
82 244 5
83 273 14
83 247 60
83 333 42
83 180 63
83 223 94
83 228 46
83 294 88
83 350 60
83 274 74
83 339 96
83 212 15
84 257 94
