640 2535
1 369 67
1 532 64
1 579 11
1 350 65
1 483 64
1 524 7
1 621 37
2 325 42
2 590 6
2 432 46
2 480 81
2 517 6
2 426 75
2 483 16
2 609 60
2 632 60
2 374 90
3 630 52
3 333 34
3 481 80
4 511 18
4 433 43
4 591 94
4 582 21
4 446 20
4 521 54
4 606 46
4 544 64
5 512 59
6 542 74
6 564 39
6 344 40
6 592 44
6 505 18
6 394 84
7 494 48
7 582 63
7 412 56
7 409 60
7 410 78
7 592 92
7 339 96
7 468 1
7 342 79
7 595 47
7 476 68
8 482 87
8 356 74
8 372 75
8 425 30
8 480 18
8 371 76
8 574 60
9 544 94
9 328 70
10 366 25
10 414 70
11 408 89
11 524 45
11 560 10
11 585 60
11 360 72
11 509 82
11 621 32
11 405 7
11 480 41
11 540 62
11 384 58
11 423 31
11 343 12
11 639 96
12 619 35
12 500 92
12 331 55
12 389 87
12 520 21
12 351 42
12 394 15
12 490 73
12 459 52
12 505 67
12 542 72
12 572 89
13 322 30
13 486 56
14 366 63
14 636 80
14 442 49
14 504 47
14 455 60
14 549 77
14 397 73
14 555 11
14 607 51
14 478 18
14 398 20
15 472 14
15 362 69
15 377 72
15 348 7
15 575 6
15 436 30
15 566 44
15 469 63
15 618 33
16 578 83
16 335 84
16 355 5
16 421 7
16 401 50
16 459 82
16 585 55
16 403 17
16 634 93
16 637 43
17 428 88
18 456 83
18 429 53
18 390 75
18 424 44
18 416 61
18 422 13
18 362 11
18 594 71
18 517 35
18 338 24
18 418 24
19 515 42
19 637 37
19 561 68
19 397 7
19 338 73
19 388 43
20 505 67
20 490 46
20 421 37
20 448 29
20 637 26
21 350 97
21 533 73
21 635 79
21 524 76
21 476 43
22 590 97
22 447 77
23 327 23
23 496 57
23 366 18
23 572 8
23 517 30
23 492 37
24 458 61
24 337 93
24 324 28
24 593 45
24 584 92
24 581 20
24 345 73
24 326 29
24 617 10
24 443 59
24 590 43
24 357 67
24 606 39
24 328 44
25 428 10
25 640 13
25 392 49
25 470 47
25 599 7
25 634 60
25 503 57
25 395 56
25 499 3
25 389 65
25 518 85
25 554 70
25 542 14
26 583 93
26 512 12
26 570 66
26 521 7
26 353 34
26 405 8
26 445 32
26 364 45
26 473 79
26 410 15
26 509 22
26 630 53
26 547 18
27 584 56
27 410 97
27 474 88
27 640 14
28 579 36
28 573 9
28 445 5
28 343 53
28 346 68
28 464 10
28 474 9
28 570 71
28 414 2
28 516 70
28 383 79
29 425 6
29 325 91
29 500 63
29 399 60
29 397 23
29 477 6
30 564 79
30 459 17
30 384 43
30 487 53
30 623 9
30 601 59
30 610 7
30 407 98
30 470 30
30 321 97
30 556 27
30 620 93
31 555 89
31 629 5
