149 588
1 77 60
1 117 80
1 98 28
1 101 2
1 146 15
1 123 95
1 149 70
1 106 55
1 100 9
2 128 27
2 113 25
2 109 94
2 140 87
2 134 57
2 112 12
2 98 98
2 100 7
3 108 28
3 77 15
4 90 29
4 141 89
4 96 64
4 82 70
4 125 47
4 112 89
4 127 60
4 136 10
4 121 26
4 140 41
4 107 53
4 95 35
5 149 16
5 122 55
6 92 59
6 117 18
7 131 5
8 111 32
8 123 75
8 85 59
8 126 5
8 118 31
8 77 56
8 87 40
8 103 2
8 148 77
8 90 58
8 75 82
8 131 40
8 83 63
9 124 15
9 115 8
9 99 88
9 143 42
9 122 97
9 131 83
9 140 96
9 138 11
10 76 80
10 119 13
10 127 55
10 113 85
11 93 44
11 138 15
11 140 56
11 76 92
11 79 10
11 103 40
11 104 29
11 122 39
11 146 8
11 149 67
11 144 31
12 123 68
12 92 10
12 142 98
12 80 33
12 106 24
12 113 69
12 148 70
12 147 31
12 116 78
13 124 69
13 102 62
13 75 27
13 146 46
13 123 46
13 106 73
13 84 57
13 81 76
13 140 22
13 114 93
13 111 51
13 85 63
13 100 5
14 127 19
14 129 86
14 81 42
14 77 84
14 119 9
14 100 68
14 148 19
14 83 53
14 122 1
14 145 56
14 86 48
15 128 77
15 126 20
15 146 33
15 90 99
15 124 50
15 78 72
15 107 42
15 130 11
15 137 81
15 142 77
15 85 16
15 86 81
15 82 88
16 130 10
16 108 47
16 135 37
16 93 82
16 107 53
16 145 18
16 147 14
16 117 16
16 126 67
16 104 64
16 141 90
16 99 12
17 95 91
17 114 39
17 149 60
17 86 3
17 133 13
17 108 25
17 88 69
17 84 7
17 99 78
17 124 69
18 100 26
18 136 41
18 132 58
18 107 26
18 145 49
19 147 52
19 115 41
19 87 82
19 106 28
19 86 3
19 95 5
19 110 53
19 117 74
19 133 61
19 129 32
19 103 36
19 114 1
19 94 83
20 83 42
20 77 33
20 145 10
21 142 56
21 120 42
21 103 87
21 123 58
22 120 34
22 83 81
22 86 9
22 146 68
22 81 52
22 89 47
22 84 75
22 130 10
23 144 41
23 133 21
23 115 95
23 138 25
23 102 27
23 129 68
23 125 62
23 146 74
23 149 84
24 134 36
24 119 87
24 79 7
24 111 38
24 88 65
24 98 98
24 141 71
24 109 76
24 114 24
24 77 85
24 92 65
25 141 46
25 118 59
25 136 69
25 78 98
25 84 70
25 114 67
25 111 16
25 125 70
26 133 33
26 128 14
26 92 75
26 99 56
27 81 30
27 145 44
27 88 34
27 92 41
27 123 36
27 103 12
27 134 74
28 78 15
29 132 79
29 133 58
29 91 25
29 130 21
29 119 54
29 127 81
29 99 21
29 100 68
29 142 82
29 146 38
30 98 91
31 85 29
31 110 61
31 99 10
31 88 63
31 115 81
31 135 51
31 101 97
31 94 54
31 139 59
32 134 53
32 113 92
32 101 42
32 135 70
32 118 61
32 90 32
32 146 76
32 133 94
32 75 31
32 109 58
32 131 36
32 128 65
33 134 50
33 124 70
33 81 85
33 104 88
33 142 35
33 106 49
33 115 45
34 121 89
35 81 47
35 88 47
35 79 87
35 131 95
35 94 23
35 89 47
35 126 94
35 105 21
35 143 80
36 106 52
36 92 89
36 93 38
36 141 58
36 130 15
36 84 62
36 146 87
36 88 16
36 98 54
36 85 59
36 104 22
36 132 5
37 129 27
37 147 38
37 101 25
37 107 2
37 95 27
37 131 78
37 141 91
37 132 25
37 105 75
37 86 47
37 89 2
37 114 52
37 120 65
38 78 13
38 138 6
38 130 5
38 76 47
38 117 48
39 89 15
39 123 38
39 132 56
39 110 14
39 102 78
39 136 68
39 98 97
40 126 8
40 106 36
40 87 8
40 102 97
40 103 72
40 109 80
40 128 90
41 110 23
42 125 84
42 100 21
42 111 10
42 87 63
42 148 93
42 131 96
42 123 68
42 121 3
42 75 95
42 82 5
43 76 6
43 140 88
43 137 86
43 110 92
43 115 2
43 99 57
43 118 83
43 147 69
43 142 6
44 118 44
44 99 84
44 77 48
44 148 13
44 137 59
44 86 56
44 119 5
44 149 19
44 103 43
44 78 83
44 100 27
44 91 4
45 76 67
45 97 12
45 134 30
45 129 80
45 128 92
45 90 96
45 101 41
45 86 53
45 105 52
45 114 47
45 142 35
45 144 60
46 110 9
46 113 73
46 134 80
46 131 12
46 87 15
47 102 34
47 149 51
48 112 15
48 110 3
48 105 74
48 82 46
48 87 39
48 148 37
48 114 8
48 120 50
48 116 7
48 113 88
48 76 77
48 134 26
48 93 20
48 89 69
49 95 2
49 148 39
49 141 76
49 118 56
49 125 13
49 97 10
49 93 61
49 92 42
49 89 16
49 114 54
49 139 97
50 119 49
50 110 87
50 131 4
50 142 86
51 134 76
51 91 93
51 129 5
51 142 9
51 93 33
51 148 12
51 106 2
51 132 92
51 144 66
51 101 91
51 105 44
51 103 84
51 125 46
51 95 34
52 76 65
52 110 75
52 89 21
52 93 16
52 133 91
52 98 8
52 121 34
52 90 4
53 97 55
53 129 3
53 145 24
53 85 89
53 134 73
53 121 86
53 80 21
53 149 48
53 108 89
54 149 49
54 103 4
54 129 64
54 142 31
54 86 94
54 143 73
54 102 17
54 136 87
54 138 58
54 119 99
54 122 46
54 117 11
55 124 65
55 87 69
55 111 26
55 147 15
55 126 8
55 125 51
56 137 78
56 133 77
56 116 34
56 97 96
56 125 96
56 122 52
56 76 72
56 82 39
56 109 3
57 121 84
57 105 43
57 93 39
57 100 15
57 106 72
57 104 18
58 127 2
58 82 95
58 102 80
58 86 82
58 92 4
58 146 70
58 143 3
58 113 5
58 95 28
58 75 34
59 91 8
60 80 87
60 118 92
60 101 90
60 77 33
60 114 98
60 87 75
60 132 65
61 115 35
61 141 42
61 82 71
61 98 56
61 80 52
61 144 8
61 121 12
61 79 58
61 97 56
61 145 70
61 148 32
61 120 45
61 109 19
61 122 84
62 137 74
62 103 93
62 87 63
62 116 73
62 122 46
63 104 33
63 105 5
63 84 80
63 87 76
63 100 72
63 124 6
63 149 63
63 103 88
64 117 65
64 145 80
64 82 49
64 136 69
64 94 86
64 84 67
64 122 73
64 103 79
64 108 31
64 101 47
64 105 46
65 92 43
65 139 72
66 146 71
66 77 45
66 90 15
66 86 32
66 75 72
66 102 83
66 111 15
66 127 24
67 102 14
67 130 99
67 94 27
68 125 59
68 107 53
68 102 42
68 78 61
68 112 55
68 122 66
68 89 98
68 75 50
69 90 89
69 93 20
69 79 46
69 149 78
69 96 7
69 141 2
69 98 46
69 129 77
69 128 45
69 147 5
69 88 44
70 116 47
70 129 18
70 134 31
70 133 73
70 107 62
70 108 59
70 75 65
70 128 44
70 82 1
70 131 23
71 147 48
71 131 65
71 89 52
71 101 80
71 118 23
71 137 10
71 76 34
71 85 26
71 97 13
71 75 25
71 84 65
72 112 48
72 106 96
72 97 54
72 79 52
72 75 25
72 115 67
72 124 9
72 129 30
72 135 27
72 98 7
72 133 69
72 138 19
72 119 69
72 132 53
73 149 10
73 75 29
73 83 79
73 111 80
73 96 2
73 76 89
73 114 22
73 127 97
73 147 27
73 131 42
73 84 55
73 85 94
74 117 97
74 94 84
74 129 92
