444 1784
1 353 28
1 300 47
1 413 5
1 334 17
1 225 3
2 247 31
2 383 48
2 291 7
2 325 7
2 287 11
2 274 42
2 352 66
2 324 81
2 270 86
3 285 91
3 440 54
3 403 19
3 244 6
3 418 67
3 271 98
3 369 78
4 332 47
4 442 79
4 329 86
4 235 37
4 246 20
4 234 54
4 392 83
4 228 63
5 438 95
5 295 68
5 414 20
5 330 62
5 243 18
5 410 3
6 417 51
6 369 89
6 231 36
6 353 11
6 386 96
6 305 29
6 237 1
6 302 85
6 273 45
6 232 70
6 339 1
6 321 96
6 256 54
6 286 16
7 305 7
7 376 6
7 298 66
7 225 36
7 227 30
7 242 19
7 235 81
8 280 68
8 378 18
8 281 80
8 413 83
8 359 76
8 252 65
8 300 43
8 430 12
8 264 43
8 253 22
9 271 5
9 272 63
9 262 84
9 238 41
9 395 65
9 249 82
9 428 95
9 406 71
9 237 69
9 340 78
9 294 61
9 417 34
9 242 17
9 348 37
10 261 23
10 255 99
10 240 68
10 405 57
10 396 89
10 404 2
10 232 83
10 420 32
10 328 99
10 337 22
10 322 82
10 273 71
10 418 56
10 246 28
11 291 20
11 269 64
11 237 58
11 263 74
11 265 3
11 361 48
12 421 95
12 243 33
12 437 69
12 273 75
12 346 42
12 384 24
12 307 71
12 308 65
12 393 60
13 262 41
14 398 20
14 247 35
14 292 2
15 312 43
15 263 60
15 310 76
16 290 97
16 356 86
16 329 22
17 432 41
17 435 38
17 265 72
17 226 64
17 371 63
17 227 58
17 307 93
17 391 26
17 344 67
17 352 51
17 264 6
17 384 21
17 404 87
17 353 31
18 234 68
18 336 42
18 242 90
18 388 31
18 311 93
18 233 16
18 379 66
18 293 31
19 443 19
19 234 72
19 370 59
19 223 2
20 321 47
20 280 70
20 287 14
20 359 68
20 239 43
20 285 66
20 355 71
20 342 52
20 304 61
20 382 10
20 389 24
20 371 68
21 362 7
21 268 17
21 428 48
21 353 98
21 298 5
21 403 15
21 377 54
22 370 21
22 270 33
22 413 4
22 240 33
22 410 1
22 276 69
23 437 46
23 227 4
23 359 71
23 302 56
23 307 11
23 245 20
23 294 1
23 421 6
23 248 61
24 291 11
24 420 24
24 337 12
24 255 99
24 305 8
24 444 40
24 385 49
24 363 36
24 240 69
24 247 59
24 290 18
24 312 22
25 412 24
25 290 76
25 323 67
25 395 68
25 233 27
25 319 4
25 342 18
25 274 38
25 232 69
25 435 44
25 349 37
26 245 13
26 309 98
26 286 96
26 323 63
26 339 1
26 419 95
27 328 51
28 335 89
28 402 24
28 406 63
28 338 46
28 409 6
28 413 24
28 299 86
28 269 5
28 258 7
29 370 15
29 360 71
29 423 97
29 335 34
29 240 74
29 336 83
29 294 48
29 284 23
30 351 27
30 336 4
30 281 88
30 429 84
30 433 17
30 401 82
30 282 67
31 322 92
31 263 67
31 346 87
31 273 98
31 283 2
31 429 12
31 247 76
31 299 49
31 333 40
31 361 19
32 268 69
32 350 94
32 265 59
32 227 78
33 318 71
33 423 44
33 384 81
33 267 22
33 419 97
33 268 3
33 431 67
33 357 71
33 349 10
33 422 62
33 242 30
33 276 51
33 418 73
34 382 36
34 349 96
34 279 7
34 422 67
34 229 73
34 357 41
34 290 95
34 310 53
34 375 38
34 398 36
34 258 87
34 352 4
34 420 95
34 237 38
35 419 23
35 308 57
36 307 16
36 333 5
36 232 88
36 240 88
36 238 45
36 382 56
36 276 59
37 360 8
37 379 62
37 230 19
37 228 79
37 246 1
37 359 21
38 343 58
38 363 25
38 294 69
38 287 51
38 442 38
38 284 41
38 251 52
38 336 33
38 231 51
38 313 96
38 384 54
38 361 63
39 252 25
40 374 33
40 336 9
40 355 94
40 414 19
40 307 2
40 409 64
40 364 44
40 334 15
40 341 93
41 397 58
41 278 42
41 374 62
41 375 29
41 367 79
41 393 37
41 235 99
41 437 5
41 255 54
41 338 61
42 348 95
42 243 33
42 334 80
42 246 11
42 305 19
42 341 53
42 231 58
43 443 97
43 360 70
43 265 25
43 272 64
43 242 9
43 228 34
43 339 26
43 318 21
43 276 24
43 275 51
44 423 14
44 252 44
44 398 17
44 364 15
44 268 56
44 229 7
44 321 64
44 405 67
44 308 27
44 365 88
