38 94
1 2 36
2 3 78
3 4 32
4 5 72
5 6 92
6 7 100
7 8 1
8 9 44
9 10 75
10 11 4
11 12 63
12 13 86
13 14 30
14 15 59
15 16 32
16 17 11
17 18 74
18 19 8
19 20 56
20 21 64
21 22 88
22 23 10
23 24 53
24 25 10
25 26 16
26 27 59
27 28 93
28 29 46
29 30 81
30 31 67
31 32 8
32 33 54
33 34 16
34 35 15
35 36 21
36 37 62
37 38 32
35 3 5
19 24 38
22 31 39
24 5 48
32 31 100
11 28 93
17 4 11
17 13 26
32 12 52
36 9 26
20 38 29
21 34 49
4 36 97
18 25 97
28 10 47
38 10 14
15 29 68
4 14 81
26 19 29
20 37 15
4 6 13
31 14 38
35 37 68
7 15 86
16 6 41
11 1 49
35 18 38
5 23 94
6 11 22
10 3 90
17 14 55
9 27 72
34 25 87
20 12 20
7 26 33
7 25 71
21 13 80
37 6 19
27 14 78
34 3 13
36 31 41
27 30 8
10 13 71
10 35 13
24 16 34
31 3 3
21 20 81
26 13 82
23 5 76
38 2 8
5 15 55
27 32 17
17 16 79
34 38 69
27 9 14
19 11 79
10 19 53
