37 116
1 2 84
2 3 6
3 4 7
4 5 51
5 6 34
6 7 100
7 8 27
8 9 52
9 10 79
10 11 3
11 12 35
12 13 24
13 14 56
14 15 97
15 16 53
16 17 20
17 18 59
18 19 73
19 20 56
20 21 82
21 22 52
22 23 67
23 24 56
24 25 54
25 26 57
26 27 50
27 28 18
28 29 96
29 30 5
30 31 71
31 32 94
32 33 63
33 34 74
34 35 13
35 36 30
36 37 37
13 35 31
25 33 96
14 34 76
37 15 81
15 19 41
1 23 46
25 18 32
3 31 76
35 9 67
3 28 10
6 5 85
36 27 42
19 15 97
22 20 63
7 23 60
26 16 33
25 35 69
17 26 83
37 21 80
14 21 73
24 4 3
30 29 31
15 36 77
31 3 66
24 36 98
37 26 77
36 23 98
1 14 12
24 35 23
20 17 34
13 18 70
3 27 64
12 30 19
36 3 58
36 32 62
10 29 91
13 21 88
12 4 80
37 1 41
18 11 26
21 33 83
23 8 53
4 20 30
14 11 46
15 34 67
34 27 4
13 29 17
36 5 49
16 6 35
21 12 13
10 15 87
20 10 11
1 19 34
24 20 1
27 1 64
1 29 41
23 25 36
15 10 61
7 9 70
24 15 16
26 25 56
25 21 39
33 27 24
31 9 7
17 19 3
17 5 59
16 23 92
34 17 32
35 33 12
35 3 61
24 33 25
1 37 60
8 34 63
17 2 62
9 31 28
1 12 9
6 21 13
11 7 91
36 12 100
8 26 38
