17 130
1 2 65
2 3 1
3 4 35
4 5 48
5 6 69
6 7 21
7 8 20
8 9 53
9 10 31
10 11 28
11 12 98
12 13 95
13 14 98
14 15 10
15 16 58
16 17 18
4 6 37
11 17 20
17 13 87
4 7 58
17 14 35
8 7 59
15 13 74
1 17 24
12 2 66
10 1 65
3 14 61
5 3 34
11 3 38
2 15 75
11 1 64
2 16 100
2 5 99
7 14 43
5 7 39
9 4 84
8 5 31
9 15 86
13 15 46
3 11 63
11 14 32
2 12 96
16 1 96
4 2 87
16 4 20
5 14 74
8 6 67
9 7 7
7 2 90
6 13 90
11 2 4
2 4 26
14 5 8
5 16 47
14 10 47
12 4 97
10 4 93
3 12 74
1 7 48
16 12 77
5 2 13
14 13 33
2 9 87
8 3 20
12 6 66
12 11 68
10 2 18
8 12 40
13 3 95
12 5 16
1 3 11
2 11 46
17 6 60
17 2 72
6 15 81
11 15 50
12 1 82
1 4 53
8 17 15
11 16 48
9 6 61
15 17 58
15 12 87
14 16 97
9 8 13
12 8 99
1 9 16
3 10 44
12 15 84
1 14 12
3 2 1
6 2 46
7 5 10
16 9 23
11 13 74
10 7 31
1 5 38
13 4 37
9 11 34
17 5 56
10 15 38
6 10 93
13 17 63
15 9 67
2 7 55
10 16 6
6 4 78
11 8 57
7 16 3
9 13 74
4 11 73
17 16 85
4 12 12
15 7 47
7 3 15
8 1 84
2 14 21
8 11 9
16 10 30
16 3 15
8 2 14
13 7 89
3 9 100
5 17 43
9 2 31
7 6 63
9 3 42
6 5 29
17 8 44
16 14 95
