37 156
11 1 74
12 5 27
20 17 39
16 25 72
18 7 9
1 26 62
24 12 78
14 15 16
13 4 32
15 16 78
16 3 100
26 1 3
24 18 50
4 15 38
8 23 24
6 11 47
4 16 74
17 7 43
15 11 100
7 26 78
1 20 45
7 3 42
14 16 100
5 16 22
22 9 16
6 20 9
11 14 32
7 10 9
18 2 30
25 3 2
21 19 55
25 8 93
25 11 86
2 22 96
13 22 20
9 18 92
3 1 40
1 23 16
24 19 76
9 10 79
10 2 76
24 26 51
20 12 90
25 22 19
10 24 97
13 18 80
19 23 93
18 8 30
20 3 23
26 7 35
24 21 44
12 17 35
17 11 37
12 6 82
17 19 36
5 7 98
1 17 98
19 6 15
2 8 91
26 15 54
19 1 82
10 4 11
14 20 6
2 13 91
26 5 21
17 9 92
13 16 22
25 1 12
11 5 100
13 26 93
25 9 96
8 10 19
15 9 4
24 2 16
2 5 23
14 5 18
6 5 3
12 23 79
26 13 39
26 14 57
20 6 92
2 26 99
3 8 57
20 21 38
16 11 86
7 5 65
18 19 9
15 22 30
8 17 33
18 23 44
18 20 5
11 23 82
8 16 93
3 5 70
10 12 76
7 24 45
22 20 26
21 22 26
3 2 21
11 16 68
33 29 39
29 31 26
32 30 80
37 30 71
31 34 54
37 31 7
31 29 81
30 29 59
32 36 71
33 36 76
31 27 97
30 28 59
32 35 95
37 27 81
30 33 13
35 33 13
31 28 11
27 35 64
31 33 76
31 30 54
27 34 75
36 34 9
29 33 22
29 37 53
27 30 27
28 37 21
30 32 87
33 28 17
34 32 31
36 33 82
27 28 33
33 31 48
29 28 32
30 27 86
28 36 23
27 33 51
31 35 58
33 30 45
35 34 97
35 28 67
27 37 33
28 31 16
29 27 18
37 28 6
34 33 71
37 33 95
29 30 68
34 28 86
29 36 8
37 35 46
28 33 68
28 34 82
35 32 71
27 36 13
30 34 94
35 36 30
