36 101
1 2 41
2 3 63
3 4 16
4 5 38
5 6 19
6 7 45
7 8 93
8 9 33
9 10 62
10 11 78
11 12 12
12 13 36
13 14 16
14 15 16
15 16 6
16 17 74
17 18 37
18 19 18
19 20 13
20 21 80
21 22 50
22 23 64
23 24 45
24 25 78
25 26 84
26 27 82
27 28 31
28 29 43
29 30 97
30 31 38
31 32 33
32 33 9
33 34 20
34 35 64
35 36 83
27 36 1
35 24 95
8 5 61
34 28 73
34 30 8
16 26 43
32 35 65
17 2 8
9 20 51
29 23 52
29 10 76
26 30 34
21 24 41
36 30 97
25 11 26
25 12 28
4 27 67
31 8 93
23 22 13
15 10 26
34 13 86
27 29 87
10 23 34
26 35 59
32 19 28
7 35 88
31 2 15
24 12 91
24 27 89
11 6 79
14 25 64
26 23 90
20 2 88
31 10 67
22 36 16
19 15 10
21 36 74
5 4 43
7 23 94
22 19 19
20 27 50
1 29 97
11 24 22
36 7 78
3 17 16
6 3 87
3 11 1
25 30 50
29 5 38
17 34 84
35 2 97
8 7 6
11 7 2
32 22 9
2 6 86
21 13 51
4 6 21
23 29 10
10 2 75
29 13 65
16 29 67
17 30 30
24 35 100
5 36 10
17 6 73
13 31 57
