44 93
4 17 100
16 10 87
17 13 30
13 20 27
19 14 4
1 7 1
10 18 19
10 14 13
20 19 20
2 10 61
9 12 58
4 7 8
18 17 82
10 1 8
18 14 90
5 14 54
4 3 44
10 4 87
2 6 72
2 13 93
13 1 76
6 3 17
15 1 87
15 9 47
15 4 1
3 6 96
13 3 11
12 2 21
20 10 53
18 2 15
1 16 93
20 7 20
12 17 1
10 2 39
19 4 90
6 4 51
9 4 68
11 5 74
8 20 52
6 1 49
1 15 84
15 10 100
7 11 65
5 8 18
4 2 41
8 13 86
13 12 24
5 18 44
2 16 4
17 16 17
2 14 26
17 8 79
1 10 1
20 11 77
18 19 21
13 11 46
16 8 61
7 14 13
11 17 75
2 12 19
7 12 78
6 19 88
9 20 97
9 3 74
14 6 29
18 12 93
18 7 31
27 30 9
28 37 1
26 23 20
29 36 14
21 36 33
44 34 23
43 26 79
39 32 56
36 27 70
23 43 61
43 40 36
24 36 98
25 21 82
31 28 9
26 43 73
23 42 81
29 21 35
34 21 12
23 30 68
41 43 36
39 44 6
33 40 2
34 26 96
41 38 12
30 29 29
34 24 10
