19 103
1 2 37
2 3 33
3 4 99
4 5 75
5 6 71
6 7 25
7 8 37
8 9 51
9 10 13
10 11 14
11 12 99
12 13 93
13 14 7
14 15 28
15 16 49
16 17 77
17 18 35
18 19 19
6 15 14
13 3 84
4 10 15
14 12 95
12 19 86
16 5 94
3 2 12
3 13 73
10 6 30
10 15 49
17 7 64
5 15 7
10 13 73
12 4 11
4 2 87
6 12 59
10 1 76
15 19 96
14 2 14
15 17 87
12 2 4
6 19 77
19 7 91
16 13 66
11 14 2
7 1 12
8 11 78
4 16 89
16 14 95
18 10 9
13 5 34
2 13 26
17 14 90
14 5 56
15 11 26
17 1 30
7 12 43
4 19 42
15 9 32
8 18 66
19 9 100
10 4 75
3 6 53
7 16 14
9 16 12
5 12 54
9 19 71
5 16 51
18 6 17
18 3 100
9 14 90
11 6 50
2 8 63
16 2 3
8 1 40
15 13 57
14 13 66
18 5 66
10 19 42
2 9 2
2 19 53
1 10 93
19 18 1
5 3 15
4 14 16
12 16 33
12 7 28
1 3 64
18 1 70
18 16 52
10 5 97
8 5 16
17 12 100
15 14 94
7 2 1
10 8 60
17 9 13
10 14 80
1 14 37
19 15 47
2 4 28
7 17 70
12 5 32
13 16 91
8 3 43
