15 69
6 8 30
13 1 47
3 2 22
5 10 24
1 4 30
2 5 79
10 13 70
13 9 33
7 12 47
12 11 11
10 3 29
1 2 86
8 2 26
3 7 49
10 11 98
13 8 36
13 7 61
8 12 32
5 1 75
10 9 30
8 1 14
5 3 100
8 3 89
12 4 93
6 3 3
1 5 58
12 7 12
4 13 45
8 11 68
5 7 59
9 10 91
11 12 43
11 13 2
4 1 46
4 3 43
6 11 76
10 1 1
3 5 58
5 6 3
10 5 37
12 13 90
7 3 24
12 1 63
7 11 87
3 6 61
5 2 41
8 5 55
4 12 6
1 11 31
9 2 87
6 13 14
9 3 48
13 4 24
9 8 49
2 6 36
12 6 66
11 1 62
2 3 14
4 2 45
7 5 33
6 12 98
10 7 30
10 6 42
5 4 62
9 1 43
10 12 53
9 6 19
14 15 2
15 14 79
