19 115
0 1 19
0 2 6
1 3 14
0 4 9
4 5 18
5 6 7
1 7 6
3 8 17
0 9 8
1 10 3
9 11 8
8 12 13
10 13 19
7 14 15
0 15 1
0 16 7
13 17 20
4 18 13
12 10 13
8 2 1
9 8 19
9 15 10
11 17 11
3 2 12
2 6 13
7 8 4
18 9 18
4 17 20
6 8 13
12 9 10
18 8 18
2 4 9
5 17 9
14 12 13
6 16 6
8 16 10
14 13 9
7 5 5
4 8 20
4 11 2
11 18 6
5 8 7
15 10 20
13 6 8
17 14 17
12 1 7
2 11 14
3 1 10
15 18 1
9 16 3
7 12 13
16 6 19
7 17 7
10 4 11
7 11 8
15 3 6
6 15 16
2 5 11
11 10 14
14 17 20
16 10 13
16 11 15
0 7 10
11 1 19
4 10 20
5 2 7
15 2 19
3 16 1
14 6 14
18 3 7
2 16 15
16 8 19
0 8 11
5 10 7
18 6 5
13 5 10
17 7 19
3 17 16
5 7 6
8 11 18
17 11 16
8 6 13
4 1 20
10 16 7
4 16 3
6 9 18
18 2 5
14 15 16
8 15 12
17 16 5
14 0 18
7 0 2
6 1 9
15 17 5
9 17 6
1 0 7
3 13 17
17 1 18
14 18 1
18 1 12
9 10 11
11 4 6
17 8 13
12 4 5
6 4 20
2 1 1
10 3 10
1 9 4
2 10 5
4 2 4
9 7 19
4 13 6
10 9 19
2 14 6
17 9 14
7
