17 95
0 1 12
0 2 11
0 3 7
0 4 17
2 5 3
5 6 10
1 7 6
4 8 1
6 9 16
0 10 10
2 11 7
11 12 18
3 13 13
11 14 7
8 15 18
3 16 1
7 9 12
3 9 19
5 1 20
14 8 16
14 7 5
11 5 12
9 14 8
11 15 8
4 2 3
10 14 10
5 7 2
16 15 8
3 12 6
9 3 3
13 1 6
7 0 17
8 4 15
13 3 7
16 10 17
14 4 15
1 16 13
0 15 7
2 3 8
4 9 20
4 0 17
4 11 4
6 7 8
6 5 10
2 0 18
1 15 18
4 15 20
13 11 8
16 1 5
15 7 17
15 1 1
8 6 9
12 11 9
14 10 2
5 13 19
13 6 5
9 16 3
12 0 2
12 7 17
7 6 11
14 2 5
3 14 6
0 6 14
14 15 4
10 12 19
14 3 19
15 2 17
11 16 12
6 11 14
7 5 1
14 16 5
16 6 15
15 4 5
9 7 13
15 5 17
5 2 4
7 15 6
11 10 19
2 4 18
4 5 15
16 4 15
0 13 20
9 13 10
10 6 9
9 15 17
15 8 20
1 0 19
12 1 3
14 13 16
7 2 11
0 9 19
3 6 19
1 14 17
0 11 16
9 2 5
2
