16 99
0 1 9
1 2 19
0 3 9
0 4 9
3 5 10
4 6 2
0 7 20
0 8 19
0 9 13
4 10 7
3 11 20
1 12 15
12 13 20
4 14 3
8 15 2
4 3 13
0 6 8
2 8 3
7 14 7
12 15 16
14 5 19
10 12 3
4 13 20
15 3 6
4 12 20
1 0 14
1 9 16
10 7 11
5 3 14
4 15 18
10 4 1
11 15 15
15 0 16
13 8 9
6 2 19
5 8 2
6 8 1
13 11 11
11 7 16
5 11 7
9 1 19
5 14 13
12 1 9
10 0 15
3 2 1
13 15 17
2 10 15
9 13 18
11 13 13
7 2 16
10 2 19
13 10 7
6 13 4
7 1 17
13 2 16
4 5 16
11 5 11
15 4 10
6 7 4
15 6 8
1 3 5
8 6 17
0 10 7
13 5 5
2 14 3
10 14 16
6 4 11
12 8 5
2 4 17
15 10 16
9 2 1
13 14 3
13 1 4
11 9 12
8 11 1
0 14 3
15 7 2
13 6 12
8 1 7
12 10 13
7 3 10
7 15 14
11 14 16
3 13 10
9 11 7
11 2 11
9 6 11
11 4 16
1 8 7
6 3 20
14 9 17
2 15 8
10 3 18
5 9 19
6 10 14
2 7 5
7 8 20
1 7 15
8 12 3
8
