16 110
0 1 5
1 2 10
0 3 10
2 4 11
3 5 17
4 6 2
4 7 20
1 8 3
5 9 11
8 10 1
4 11 6
4 12 11
0 13 4
0 14 5
6 15 16
3 9 5
1 4 15
7 6 12
7 10 8
13 12 5
9 1 3
5 10 2
12 10 16
14 3 17
10 8 15
1 5 3
4 2 6
2 12 16
14 12 19
4 14 3
11 14 5
9 6 20
9 12 17
7 0 10
3 14 14
5 14 8
2 13 5
11 5 18
2 8 19
3 8 20
4 10 14
4 9 17
15 2 2
14 7 11
3 7 8
5 15 2
5 8 14
9 13 10
8 14 20
6 3 17
13 2 16
2 9 19
3 1 11
2 11 3
6 14 13
2 14 17
10 13 18
1 10 15
3 15 2
14 6 6
9 4 10
2 1 14
1 14 15
9 2 5
9 5 17
15 4 19
4 0 8
14 11 13
8 5 5
15 13 18
10 14 11
5 2 3
15 6 3
11 8 14
9 11 6
14 13 18
1 15 15
8 4 2
15 8 17
11 13 5
4 5 13
13 0 16
15 9 15
3 2 19
13 4 10
7 5 12
15 3 15
5 3 12
12 5 3
13 8 10
2 7 13
2 10 9
15 1 20
7 2 4
12 8 20
10 3 1
4 8 1
6 2 13
5 12 20
13 6 18
12 4 5
1 13 15
15 10 3
6 1 3
1 11 10
7 3 18
2 5 12
6 7 7
13 15 17
5 0 8
8
