19 105
0 1 9
1 2 1
0 3 9
3 4 8
0 5 20
2 6 1
6 7 3
0 8 16
2 9 19
1 10 4
1 11 9
4 12 16
3 13 5
7 14 9
8 15 11
6 16 19
16 17 19
7 18 8
6 5 11
15 13 12
14 16 7
16 11 20
12 16 12
18 3 12
16 9 19
5 14 11
9 18 1
15 17 4
6 1 17
17 5 15
12 13 8
10 18 18
11 3 12
13 10 5
17 16 5
3 7 4
10 5 14
10 17 8
15 1 5
4 13 2
11 10 13
8 5 6
11 8 2
11 18 19
9 15 15
4 7 12
5 10 18
15 9 2
11 1 12
10 6 16
18 17 17
16 0 11
2 13 5
10 4 12
13 12 13
11 9 18
1 0 5
17 18 19
7 8 3
14 2 4
17 6 19
16 1 15
18 8 13
9 12 20
1 12 13
2 16 1
10 12 4
8 13 8
10 11 9
12 6 1
15 12 11
12 7 6
6 17 14
3 2 14
10 2 15
14 17 20
12 0 4
17 12 10
11 6 13
1 15 14
15 16 2
17 3 1
9 2 16
14 18 3
13 9 6
11 15 17
18 7 15
3 18 12
18 13 15
4 1 3
12 8 13
13 4 8
14 10 12
4 18 13
16 10 15
14 3 7
16 5 15
11 4 1
2 5 4
7 12 8
9 1 16
9 7 17
1 8 3
5 11 13
6 15 1
0
