15;30;761
30;2;602
35;45;743
2;44;943
37;31;96
14;45;188
0;32;359
15;33;715
31;9;645
45;39;355
37;35;271
46;46;251
31;23;688
9;30;327
22;42;146
19;34;626
37;11;304
47;41;754
36;0;936
2;49;853
47;40;106
19;15;175
33;41;701
42;33;457
24;41;43
1;42;829
28;11;505
0;7;562
2;40;889
25;9;925
15;29;466
41;11;803
11;3;547
48;35;854
46;45;571
42;22;3
35;34;154
5;23;764
17;46;656
27;16;492
14;7;635
38;26;69
49;33;590
11;40;782
14;29;513
32;4;237
49;10;364
44;40;494
38;10;118
35;24;298
7;33;728
2;34;563
10;7;385
25;42;781
20;23;888
18;41;876
12;34;842
20;27;133
6;19;352
7;0;324
47;14;178
14;4;134
2;11;914
47;21;946
42;24;349
29;23;331
30;19;380
12;22;789
22;36;126
29;46;285
10;3;144
3;27;566
30;5;381
37;15;600
48;15;267
44;28;63
39;27;925
1;26;605
47;35;839
19;41;365
0;22;299
31;36;353
40;39;937
39;48;355
47;42;82
39;13;149
26;28;161
3;40;382
17;9;543
26;5;841
36;10;283
0;37;860
15;16;561
45;4;776
6;0;567
28;3;684
26;8;431
34;43;277
10;47;645
45;13;550
40;13;673
4;2;762
3;46;105
11;23;947
29;30;467
19;46;812
42;0;954
20;1;349
0;40;802
10;19;62
0;5;828
5;1;943
40;24;135
28;15;683
24;5;259
40;41;7
41;5;481
21;47;250
20;3;126
15;0;97
31;14;908
43;0;290
49;13;711
13;46;933
4;9;989
39;19;279
29;29;155
28;19;345
46;19;433
0;13;298
37;8;540
4;48;95
9;22;671
26;22;756
4;16;870
6;25;623
40;15;994
17;2;897
28;47;617
42;48;1
20;34;331
20;16;25
22;34;417
9;19;138
24;2;936
29;41;70
28;43;773
33;38;292
26;20;113
32;26;19
23;16;468
33;6;763
21;34;988
42;34;806
10;31;917
42;43;18
48;48;113
27;14;104
11;37;915
1;43;925
45;40;166
19;35;54
33;40;917
8;8;152
4;35;186
48;23;136
18;33;544
4;34;558
45;46;41
18;22;384
42;19;805
32;40;925
43;9;51
5;39;811
38;33;202
19;40;125
30;24;778
0;15;371
26;16;777
17;0;781
10;25;486
24;49;892
37;47;461
23;22;183
5;3;722
30;34;119
37;1;314
7;42;882
34;28;465
1;30;450
39;30;933
30;28;153
