10;31;801
31;20;392
48;15;278
23;5;413
40;11;510
42;12;538
47;27;256
45;44;574
16;7;829
46;41;967
39;19;764
35;3;703
9;22;388
19;29;366
43;47;698
32;39;657
28;5;313
21;16;686
4;15;737
11;14;247
28;2;488
15;34;713
32;4;152
40;32;810
7;28;968
44;1;924
43;34;377
8;17;718
32;17;59
3;30;769
48;48;159
7;41;549
43;28;274
49;0;687
25;38;458
25;14;766
35;10;274
40;17;595
43;19;689
38;32;339
32;28;480
19;42;691
32;0;744
20;0;459
32;44;687
34;33;584
13;7;58
14;18;408
24;7;612
28;13;436
43;5;912
46;16;431
10;6;928
38;42;278
1;14;195
40;8;463
45;9;722
5;25;502
3;44;688
3;4;740
15;27;902
27;35;558
12;24;545
32;24;303
38;13;62
10;34;990
7;32;90
35;37;600
20;32;970
12;34;762
26;35;739
14;13;447
45;32;698
8;22;17
9;25;91
7;42;205
34;46;434
32;29;804
15;6;61
29;1;346
15;20;804
27;12;558
16;46;414
19;26;306
29;10;154
43;3;279
1;27;758
16;44;118
46;49;131
19;15;616
17;43;36
10;32;259
26;41;935
39;7;685
21;12;58
24;35;926
45;35;965
3;13;871
2;10;355
22;19;933
14;7;926
19;1;670
13;18;552
44;17;243
17;12;390
2;21;269
10;23;610
32;14;589
8;8;447
45;4;441
0;25;994
37;2;220
19;11;348
18;0;361
36;36;37
24;48;314
36;19;949
33;3;681
15;36;753
4;5;207
5;49;256
20;33;210
12;46;562
27;34;192
6;8;710
24;16;428
15;22;309
23;15;122
7;13;24
5;46;382
15;4;659
36;37;249
10;3;808
9;26;424
0;48;811
27;15;5
27;47;366
4;38;561
22;7;7
8;12;598
26;33;862
0;37;593
9;4;373
25;13;778
34;6;298
10;28;610
18;49;3
39;45;374
17;32;964
34;38;924
40;0;279
41;24;300
20;6;985
24;2;669
29;19;653
13;11;583
19;40;252
29;37;753
24;32;100
31;24;324
22;34;262
24;43;643
49;13;17
2;48;872
0;14;875
15;21;544
17;20;212
1;11;736
27;22;885
22;39;633
33;2;345
20;4;519
0;13;965
28;17;835
18;28;460
43;39;903
41;15;69
38;5;293
2;23;641
45;22;804
6;29;183
11;17;235
26;14;666
37;15;160
28;38;60
18;32;652
13;33;675
49;31;465
28;44;944
