35;44;822
11;43;550
15;27;858
9;21;256
2;37;335
33;27;293
17;3;659
30;40;428
21;35;330
0;33;834
12;24;498
28;44;795
14;26;174
38;41;302
1;24;145
10;48;871
5;6;63
32;13;507
24;5;74
19;40;148
11;15;885
1;46;923
37;24;855
27;18;27
5;29;232
17;29;321
14;10;734
22;44;529
38;30;234
49;3;775
36;45;718
1;27;524
20;49;554
11;22;492
0;28;768
1;26;682
13;6;531
37;5;585
20;38;411
17;12;331
34;38;411
4;40;465
15;4;40
35;47;582
38;3;769
12;22;321
38;36;86
27;35;940
12;48;789
6;30;781
5;2;746
11;26;683
4;46;756
15;36;430
32;28;194
47;49;51
40;8;320
4;29;517
12;6;52
23;41;851
33;8;479
12;29;882
41;27;529
4;8;507
28;22;9
32;45;148
37;14;981
36;15;442
23;1;464
11;48;395
31;30;101
45;31;553
47;19;973
15;5;443
26;36;11
40;26;139
25;29;229
45;36;538
43;46;856
1;39;570
20;30;566
6;22;550
20;32;828
22;35;526
8;21;185
26;10;589
21;32;499
16;35;388
8;36;886
28;1;692
34;45;587
20;44;504
43;19;274
23;20;865
15;2;886
35;36;289
17;16;719
13;30;148
3;4;888
8;48;727
33;42;625
6;37;789
46;38;542
34;33;828
15;48;242
31;0;666
25;23;998
29;10;702
48;21;310
21;16;799
30;34;420
27;39;563
12;8;294
4;38;957
37;33;671
44;47;634
45;21;79
11;33;504
36;3;636
46;8;331
23;24;441
37;3;962
33;19;839
18;20;700
2;42;536
1;4;477
33;26;892
36;19;22
45;40;729
46;15;12
48;30;264
25;0;607
35;24;183
22;11;47
11;42;273
40;34;217
4;44;82
42;40;966
27;1;672
47;24;951
22;37;75
41;20;786
21;26;846
46;16;599
42;24;545
25;41;427
46;5;814
14;48;981
11;0;475
48;20;440
24;18;163
18;8;569
24;27;587
33;35;540
6;9;379
41;46;924
32;44;299
48;6;558
43;49;553
30;3;202
41;43;70
5;13;745
48;7;656
42;22;551
11;31;264
22;40;577
30;20;81
27;16;515
7;25;229
30;25;178
0;43;496
19;41;828
31;42;791
13;39;449
37;37;501
14;21;186
48;49;653
6;14;552
27;48;746
25;18;637
23;42;573
21;48;785
32;48;555
14;14;532
3;19;772
49;2;877
42;13;546
13;45;59
9;5;493
7;39;950
43;34;902
34;42;453
19;16;20
