46;29;592
6;16;514
46;11;663
40;34;861
28;13;439
27;36;618
14;38;588
19;42;764
17;30;795
38;14;422
7;2;658
5;37;569
27;25;72
27;30;903
37;23;573
5;9;453
31;21;309
9;47;902
44;26;749
41;38;719
35;7;952
12;32;632
10;22;535
43;49;220
34;32;382
9;12;432
17;7;862
5;48;106
37;11;215
40;36;738
17;41;465
47;25;802
47;45;732
45;37;426
4;32;215
36;10;875
18;31;526
14;18;988
4;6;696
26;22;234
16;2;276
24;9;894
35;36;149
28;12;329
34;21;405
21;1;318
44;1;20
16;22;87
10;3;460
23;43;375
5;20;467
24;29;703
7;30;450
15;1;470
36;39;386
9;29;950
29;32;104
10;49;597
9;13;130
21;11;870
38;23;836
43;10;828
35;14;419
43;28;986
35;0;478
25;44;208
13;36;778
1;14;614
16;44;807
30;47;316
27;16;387
6;44;370
34;25;65
22;33;370
46;24;254
32;46;332
33;25;743
2;41;915
10;29;323
4;27;686
8;47;659
4;19;12
41;29;220
35;29;619
12;8;474
4;33;959
23;46;451
28;24;511
23;45;286
2;30;962
18;13;716
28;28;540
16;41;914
26;17;224
14;48;421
42;49;877
36;35;12
10;38;659
8;30;477
12;16;338
45;26;590
6;25;109
20;7;113
26;2;148
14;8;940
43;9;603
35;25;808
33;20;941
3;29;35
46;13;9
44;19;435
41;35;489
38;15;549
44;33;726
26;43;591
19;8;685
39;9;32
39;22;111
8;17;559
3;30;783
6;20;781
25;1;486
5;15;344
0;40;830
4;8;516
24;26;735
22;27;94
16;5;195
20;2;255
18;30;950
49;41;66
47;18;483
33;1;826
5;13;857
17;38;392
10;35;290
29;33;829
41;31;60
34;40;297
29;5;985
11;36;712
19;0;986
38;7;795
1;41;497
45;16;279
11;49;331
40;10;349
48;39;933
6;8;186
0;12;556
9;3;926
42;43;533
7;47;756
20;21;560
24;28;834
16;45;296
31;13;950
38;13;851
40;37;887
11;42;758
28;3;465
37;4;35
28;19;763
39;23;225
4;39;251
44;11;799
36;11;292
1;10;607
29;18;675
45;30;678
33;12;714
3;38;848
41;1;361
39;19;386
6;42;796
36;33;484
30;45;534
4;25;626
23;27;863
42;8;726
17;33;793
4;5;214
21;46;829
45;44;356
40;42;686
9;15;693
7;29;738
