49;19;742
26;39;804
22;40;122
49;49;426
19;37;951
32;35;546
5;49;932
13;40;315
11;21;570
0;5;754
4;1;749
31;36;155
31;48;287
23;16;635
6;38;702
39;15;653
1;26;914
31;42;176
38;36;577
21;15;360
18;45;962
33;37;25
39;0;737
12;32;661
14;7;40
30;21;130
45;48;579
41;22;176
28;43;5
28;10;672
46;11;886
46;37;863
36;6;547
31;11;523
8;18;204
25;24;573
26;40;883
11;15;458
6;26;456
39;5;894
1;10;800
3;16;412
38;18;394
8;43;301
29;14;746
2;33;72
48;2;380
21;2;395
39;34;913
21;39;229
20;47;20
32;30;14
36;5;47
39;37;112
29;32;30
35;3;864
19;40;45
25;29;179
20;13;636
24;17;571
8;38;922
14;46;679
36;16;551
1;9;318
13;12;680
22;10;50
44;35;726
18;1;137
48;6;21
41;15;836
20;14;396
27;0;592
0;15;717
17;48;738
15;17;634
36;12;335
24;47;70
29;30;626
42;40;743
32;44;16
35;30;887
46;36;241
4;21;906
16;26;740
49;2;666
25;12;891
34;16;369
38;41;679
38;34;212
42;11;993
46;34;80
36;29;743
37;40;520
4;20;511
8;12;80
44;42;751
3;14;60
32;47;790
10;7;30
1;11;206
45;20;843
33;13;452
18;29;928
42;30;571
29;44;840
23;38;948
46;1;717
25;3;651
47;26;654
24;3;170
15;12;845
11;11;592
30;26;384
31;39;344
10;30;268
9;28;469
12;48;383
6;7;190
40;48;216
39;44;524
37;27;353
36;18;658
12;8;616
16;44;286
15;36;930
19;15;498
35;2;273
23;5;85
20;24;186
15;41;647
42;43;237
49;24;247
30;47;407
42;41;661
44;39;253
45;24;235
14;20;580
1;2;504
4;13;252
28;42;662
21;5;487
42;23;15
2;15;242
34;38;361
4;42;212
30;28;319
41;24;6
47;1;429
3;41;813
36;45;228
49;1;95
37;21;729
8;1;319
11;42;178
49;30;624
10;46;212
14;23;689
32;23;80
2;39;639
10;15;406
0;34;740
13;17;424
24;21;536
49;29;646
41;47;427
40;42;899
26;3;296
37;4;943
32;5;258
33;1;537
38;48;911
44;47;589
39;40;34
7;46;148
35;41;522
32;12;931
37;29;877
48;23;627
22;25;259
24;41;320
13;16;556
5;2;978
25;46;896
15;40;629
20;19;130
7;2;260
21;49;862
16;46;437
32;40;503
14;21;433
16;15;975
