3;41;895
16;32;629
46;13;743
25;16;533
13;29;616
27;36;29
35;32;89
34;7;682
37;20;300
44;38;119
26;10;218
7;10;56
12;7;869
20;14;138
47;2;942
19;19;613
41;9;722
19;38;37
18;18;684
10;28;238
16;1;495
31;49;121
15;5;369
28;15;575
7;14;357
47;37;100
37;17;18
34;3;583
19;7;433
9;39;845
18;1;576
31;4;266
32;15;61
41;3;288
12;13;877
7;11;482
34;20;623
29;23;218
11;32;957
45;11;839
34;6;317
26;9;275
49;26;208
4;15;430
1;45;281
36;22;805
35;12;925
47;24;371
11;39;559
17;20;439
15;36;90
11;6;944
48;36;78
30;7;696
9;27;555
46;24;200
45;36;635
47;15;402
38;39;575
17;40;784
16;37;721
36;5;102
11;33;910
12;1;242
0;21;921
11;7;528
5;15;398
15;1;420
33;44;506
29;25;807
26;42;727
38;30;732
23;21;100
43;34;59
36;34;272
8;35;220
9;26;626
2;11;512
19;1;734
15;2;219
29;32;174
5;36;177
25;11;821
9;37;731
21;11;622
16;29;338
7;25;175
14;19;973
9;24;622
10;19;573
49;8;372
44;14;37
44;31;962
4;32;477
19;0;770
44;30;998
44;2;442
2;15;261
10;46;235
27;14;851
12;9;582
17;27;950
29;22;963
18;2;869
34;44;384
10;14;869
31;16;336
6;30;26
41;41;972
38;34;701
36;27;346
31;7;812
23;1;98
33;17;422
43;49;633
18;46;974
25;5;589
27;26;712
48;40;770
13;32;514
26;3;737
28;0;753
39;28;21
37;32;582
46;8;488
27;44;687
3;18;610
18;5;35
11;31;10
18;3;497
41;10;372
29;7;277
34;15;982
43;28;353
47;38;463
0;31;361
11;21;908
4;9;287
45;7;959
35;17;384
37;21;507
26;46;436
10;17;19
10;43;595
35;9;792
12;20;341
28;10;3
32;6;642
29;36;25
4;34;994
15;49;956
29;6;132
42;21;848
1;39;286
17;0;563
15;18;4
24;32;733
30;6;134
19;4;302
43;46;185
20;6;663
1;44;882
31;5;55
33;20;988
24;27;418
35;15;122
3;13;361
1;29;35
13;34;851
41;49;494
33;30;673
31;15;122
34;33;271
47;41;235
37;6;586
35;33;789
8;39;661
41;19;532
31;38;193
1;40;889
0;41;430
24;41;928
37;4;987
0;19;600
4;3;758
39;25;574
13;5;553
12;32;196
7;49;556
46;32;859
19;46;4
40;12;296
