37;10;878
21;46;984
46;26;365
44;47;189
19;10;857
30;39;3
1;2;787
1;49;106
14;36;849
28;2;170
35;40;878
18;46;37
40;39;951
47;46;46
10;41;214
31;5;93
15;27;707
5;4;443
1;35;205
38;6;193
6;18;484
9;9;147
15;1;271
41;39;991
2;4;115
37;41;176
44;33;620
37;12;485
23;29;708
21;17;220
41;1;656
37;40;564
28;0;636
3;16;87
41;24;762
35;3;12
16;13;878
1;44;470
28;18;118
49;36;598
21;43;673
2;49;761
16;14;266
27;9;822
26;41;343
26;46;750
36;37;524
34;5;73
17;40;151
9;9;439
22;28;278
1;31;449
20;38;507
0;19;771
37;38;98
2;24;58
6;1;445
18;13;985
3;37;766
29;35;186
30;7;106
41;5;619
27;25;196
44;6;164
12;36;366
37;47;332
48;14;313
4;2;148
49;3;286
14;48;887
34;40;61
16;19;232
33;45;671
23;25;989
43;11;918
14;6;555
31;16;791
21;31;426
43;25;91
47;41;26
16;12;536
15;10;307
5;46;330
6;4;33
33;24;773
16;11;825
11;35;956
36;33;644
4;12;189
31;22;874
7;35;85
32;7;259
22;27;22
30;8;200
11;24;234
37;38;128
32;27;285
13;36;121
3;30;581
44;10;965
5;23;476
22;49;378
47;0;352
25;43;678
40;30;535
37;25;186
20;16;473
3;49;897
29;43;981
48;28;543
33;28;341
2;24;709
36;38;493
42;40;758
38;6;679
30;23;108
29;15;97
19;24;875
24;2;486
28;43;116
19;49;440
40;41;310
16;37;126
41;1;736
34;27;525
35;14;845
10;49;417
43;18;262
22;14;79
23;28;437
11;7;903
18;22;829
15;48;299
18;13;712
49;37;281
17;35;927
17;38;770
32;17;883
34;26;603
8;18;557
11;43;185
34;30;887
41;15;96
34;19;319
27;42;712
35;44;619
49;4;577
7;5;785
33;29;785
0;33;935
11;6;605
37;6;399
26;14;158
19;26;389
41;32;382
22;4;509
8;49;632
49;9;276
48;4;756
19;1;19
5;40;637
8;23;257
35;40;713
15;8;599
23;29;560
9;15;460
20;10;489
13;42;683
15;12;941
16;38;56
32;6;270
6;14;712
37;33;186
6;36;291
39;42;818
1;26;611
35;39;763
14;49;808
26;41;966
47;42;228
15;19;42
32;33;48
16;16;296
42;21;646
13;13;476
9;24;990
43;13;719
16;30;970
14;17;134
23;30;465
37;39;815
47;40;355
12;6;186
38;35;202
15;43;354
5;1;717
16;16;346
48;4;586
25;49;770
3;18;325
